Player_URL,Name,Team_URL,Team,Age,Position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/335041/Show/Jon-Guridi,Jon Guridi,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",29,",  M(C)  ",34(2),2697	,3	,4	,2	,-	,1	,79.6	,1.3	,1	,6.61
https://www.whoscored.com/Players/381674/Show/Sergio-Herrera,Sergio Herrera,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",31,",  GK  ",32,2870	,-	,-	,2	,-	,-	,61.9	,0.3	,-	,6.61
https://www.whoscored.com/Players/141044/Show/Antonio-Sivera,Antonio Sivera,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",27,",  GK  ",34,3060	,-	,-	,3	,-	,-	,54.7	,0.2	,1	,6.61
https://www.whoscored.com/Players/395320/Show/Jon-Pacheco,Jon Pacheco,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",23,",  D(C)  ",16(7),1521	,1	,1	,8	,-	,0.3	,87.3	,2.5	,2	,6.61
https://www.whoscored.com/Players/105591/Show/Suso,Suso,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",30,",  AM(CLR),FW  ",15(14),1516	,1	,4	,5	,1	,0.9	,85.3	,0.3	,1	,6.61
https://www.whoscored.com/Players/422963/Show/Path%C3%A9-Ciss,Pathé Ciss,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",30,",  DMC  ",16(15),1661	,1	,-	,10	,-	,0.7	,83.6	,1.6	,1	,6.61
https://www.whoscored.com/Players/261286/Show/Rub%C3%A9n-Duarte,Rubén Duarte,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",28,",  D(CL)  ",21(7),1877	,2	,1	,7	,-	,0.5	,70.3	,1	,1	,6.60
https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",34,",  M(C)  ",10(13),1023	,-	,3	,4	,-	,0.6	,86.6	,0.6	,-	,6.60
https://www.whoscored.com/Players/289018/Show/Hamari-Traor%C3%A9,Hamari Traoré,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",32,",  D(R),M(R)  ",27(4),2301	,-	,2	,7	,-	,0.6	,84.6	,1	,-	,6.60
https://www.whoscored.com/Players/395234/Show/Javi-L%C3%B3pez,Javi López,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",22,",  D(L)  ",25(7),2387	,1	,3	,3	,-	,0.6	,72.4	,0.9	,1	,6.60
https://www.whoscored.com/Players/135345/Show/%C3%81lvaro-Garc%C3%ADa,Álvaro García,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",31,",  AM(CL)  ",30(2),2492	,6	,1	,6	,1	,1.4	,68.9	,0.5	,1	,6.60
https://www.whoscored.com/Players/454342/Show/Chadi-Riad,Chadi Riad,https://www.whoscored.com/Teams/54/Show/Spain-Real-Betis,"Real Betis, ",21,",  D(C)  ",24(2),2165	,-	,-	,1	,-	,0.4	,89.7	,1.7	,-	,6.60
https://www.whoscored.com/Players/400844/Show/Abdul-Mumin,Abdul Mumin,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",26,",  D(C)  ",19(1),1695	,1	,-	,5	,1	,0.3	,80.2	,2	,-	,6.60
https://www.whoscored.com/Players/395187/Show/Juanlu-S%C3%A1nchez,Juanlu Sánchez,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",20,",  D(R)  ",11(15),1178	,-	,2	,2	,-	,0.4	,83.2	,0.5	,-	,6.60
https://www.whoscored.com/Players/106885/Show/I%C3%B1igo-Mart%C3%ADnez,Iñigo Martínez,https://www.whoscored.com/Teams/65/Show/Spain-Barcelona,"Barcelona, ",33,",  D(C)  ",13(7),1293	,-	,-	,5	,-	,0.4	,88.7	,1.7	,-	,6.60
https://www.whoscored.com/Players/345908/Show/Andoni-Gorosabel,Andoni Gorosabel,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",27,",  D(R),M(R)  ",33(3),2865	,1	,-	,6	,-	,0.4	,82	,0.7	,2	,6.60
https://www.whoscored.com/Players/448204/Show/%C3%81lex-Su%C3%A1rez,Álex Suárez,https://www.whoscored.com/Teams/838/Show/Spain-Las-Palmas,"Las Palmas, ",31,",  D(CR)  ",30(2),2569	,2	,-	,7	,-	,0.2	,87.4	,1.5	,2	,6.59
https://www.whoscored.com/Players/135914/Show/Jos%C3%A9-Gim%C3%A9nez,José Giménez,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",29,",  D(CR)  ",14(8),1325	,-	,-	,5	,-	,0.3	,86.5	,1.4	,-	,6.59
https://www.whoscored.com/Players/298839/Show/Mikel-Oyarzabal,Mikel Oyarzabal,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",27,",  AM(CLR),FW  ",23(10),2160	,9	,3	,3	,-	,1.2	,75.6	,0.8	,1	,6.59
https://www.whoscored.com/Players/361969/Show/Lu%C3%ADs-Maximiano,Luís Maximiano,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",25,",  GK  ",33,2970	,-	,-	,1	,-	,-	,62.1	,0.1	,2	,6.59
https://www.whoscored.com/Players/291686/Show/%C3%8D%C3%B1igo-Lekue,Íñigo Lekue,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",31,",  D(LR),M(LR)  ",22(5),2001	,-	,2	,4	,-	,0.2	,80.4	,0.6	,-	,6.59
https://www.whoscored.com/Players/143655/Show/Alfonso-Espino,Alfonso Espino,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",32,",  D(L)  ",29(2),2514	,-	,1	,9	,-	,0.6	,75.1	,0.4	,-	,6.58
https://www.whoscored.com/Players/243262/Show/David-Soria,David Soria,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",31,",  GK  ",38,3414	,-	,-	,3	,-	,-	,48.4	,0.1	,2	,6.58
https://www.whoscored.com/Players/422957/Show/Fran-Garc%C3%ADa,Fran García,https://www.whoscored.com/Teams/52/Show/Spain-Real-Madrid,"Real Madrid, ",24,",  D(L)  ",15(10),1397	,1	,5	,2	,-	,0.4	,88.8	,0.3	,-	,6.58
https://www.whoscored.com/Players/362393/Show/Carlos-Benav%C3%ADdez,Carlos Benavídez,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",26,",  DMC  ",10(19),1122	,3	,1	,5	,-	,0.5	,70.5	,1.2	,1	,6.58
https://www.whoscored.com/Players/363966/Show/Adri%C3%A0-Pedrosa,Adrià Pedrosa,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",26,",  D(L),M(L)  ",15(16),1750	,1	,4	,1	,-	,0.5	,78.6	,0.3	,-	,6.58
https://www.whoscored.com/Players/357118/Show/Miguel-Rubio,Miguel Rubio,https://www.whoscored.com/Teams/925/Show/Spain-Granada,"Granada, ",26,",  D(C)  ",17(2),1561	,1	,-	,5	,-	,0.5	,80.3	,3.1	,-	,6.57
https://www.whoscored.com/Players/349760/Show/Ferran-Torres,Ferran Torres,https://www.whoscored.com/Teams/65/Show/Spain-Barcelona,"Barcelona, ",24,",  AM(LR),FW  ",12(17),1203	,7	,2	,2	,-	,1.3	,80.4	,0.1	,1	,6.57
https://www.whoscored.com/Players/101238/Show/Moi-G%C3%B3mez,Moi Gómez,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",30,",  M(CLR)  ",23(5),2012	,3	,-	,3	,-	,0.7	,83.8	,0.5	,-	,6.57
https://www.whoscored.com/Players/77564/Show/Stefan-Savic,Stefan Savic,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",33,",  D(C)  ",19(4),1631	,-	,-	,5	,1	,0.2	,83.5	,2	,-	,6.57
https://www.whoscored.com/Players/408735/Show/Juan-Iglesias,Juan Iglesias,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",26,",  D(LR),M(R)  ",17(7),1420	,-	,2	,4	,-	,0.6	,65.2	,0.5	,1	,6.57
https://www.whoscored.com/Players/374813/Show/Manu-S%C3%A1nchez,Manu Sánchez,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",23,",  D(L),M(L)  ",20(6),1776	,-	,5	,3	,-	,0.3	,76.5	,0.3	,-	,6.57
https://www.whoscored.com/Players/428500/Show/Ilias-Akhomach,Ilias Akhomach,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",20,",  AM(R)  ",17(14),1514	,2	,2	,4	,-	,1	,80.6	,0.1	,-	,6.57
https://www.whoscored.com/Players/402663/Show/Aitor-Paredes,Aitor Paredes,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",24,",  D(C)  ",31(3),2708	,1	,-	,7	,1	,0.4	,85.6	,1.8	,-	,6.57
https://www.whoscored.com/Players/249960/Show/Lucas-Torr%C3%B3,Lucas Torró,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",29,",  DMC  ",21(7),1794	,1	,-	,5	,-	,1.1	,76.1	,2.6	,1	,6.56
https://www.whoscored.com/Players/370000/Show/%C3%81lex-Sola,Álex Sola,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",25,",  D(R),M(R)  ",14(15),1261	,-	,3	,2	,-	,1	,71.8	,0.6	,-	,6.56
https://www.whoscored.com/Players/432458/Show/Gast%C3%B3n-%C3%81lvarez,Gastón Álvarez,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",24,",  D(CL)  ",29(5),2538	,2	,-	,7	,-	,0.4	,76.2	,1.5	,-	,6.56
https://www.whoscored.com/Players/279839/Show/Yeray-%C3%81lvarez,Yeray Álvarez,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",29,",  D(C)  ",14(5),1156	,-	,-	,1	,1	,0.4	,81.1	,2.3	,-	,6.56
https://www.whoscored.com/Players/395304/Show/Javi-Hern%C3%A1ndez,Javi Hernández,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",26,",  D(CL)  ",28(2),2518	,1	,2	,10	,-	,1	,73.9	,1	,-	,6.56
https://www.whoscored.com/Players/377219/Show/Giovanni-Gonz%C3%A1lez,Giovanni González,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",29,",  D(CR)  ",27(7),2466	,1	,1	,7	,-	,0.4	,77.2	,1.1	,2	,6.56
https://www.whoscored.com/Players/367857/Show/Ander-Barrenetxea,Ander Barrenetxea,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",22,",  M(LR)  ",20(9),1440	,4	,1	,1	,-	,1.3	,72.5	,0.5	,-	,6.55
https://www.whoscored.com/Players/141499/Show/Stole-Dimitrievski,Stole Dimitrievski,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",30,",  GK  ",37,3330	,-	,-	,2	,-	,-	,55.4	,0.2	,4	,6.55
https://www.whoscored.com/Players/345664/Show/Boubakary-Soumar%C3%A9,Boubakary Soumaré,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",25,",  DMC  ",26(2),2288	,-	,1	,10	,-	,-	,90.3	,0.7	,-	,6.55
https://www.whoscored.com/Players/409467/Show/Antonio-Blanco,Antonio Blanco,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",23,",  DMC  ",29(4),2437	,-	,1	,5	,1	,0.6	,77.9	,0.7	,-	,6.55
https://www.whoscored.com/Players/444252/Show/Copete,Copete,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",24,",  D(C)  ",17(2),1339	,1	,1	,7	,-	,0.4	,78.1	,1.1	,1	,6.55
https://www.whoscored.com/Players/106875/Show/Nacho,Nacho,https://www.whoscored.com/Teams/52/Show/Spain-Real-Madrid,"Real Madrid, ",34,",  D(CLR)  ",18(11),1741	,-	,1	,4	,2	,0.2	,92.5	,1	,-	,6.54
https://www.whoscored.com/Players/25931/Show/C%C3%A9sar-Azpilicueta,César Azpilicueta,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",34,",  D(CLR),M(R)  ",14(11),1423	,-	,2	,4	,-	,0.1	,86.1	,0.9	,-	,6.54
https://www.whoscored.com/Players/295964/Show/Sergi-Can%C3%B3s,Sergi Canós,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",27,",  M(LR)  ",15(12),1236	,1	,2	,2	,-	,1.6	,69.2	,0.5	,1	,6.54
https://www.whoscored.com/Players/431507/Show/Javi-Guerra,Javi Guerra,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",21,",  DMC  ",28(8),2505	,4	,1	,3	,1	,1.2	,74.1	,0.7	,-	,6.54
https://www.whoscored.com/Players/238899/Show/Alex-Berenguer,Alex Berenguer,https://www.whoscored.com/Teams/53/Show/Spain-Athletic-Club,"Athletic Club, ",29,",  D(LR),M(CLR),FW  ",15(20),1582	,7	,3	,4	,-	,0.9	,73.2	,0.6	,2	,6.54
https://www.whoscored.com/Players/9446/Show/Jes%C3%BAs-Navas,Jesús Navas,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",38,",  D(R),M(R)  ",25(4),2012	,-	,2	,6	,1	,0.2	,78.4	,0.3	,-	,6.53
https://www.whoscored.com/Players/294848/Show/Pablo-Maffeo,Pablo Maffeo,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",26,",  D(LR),M(R)  ",17(5),1458	,1	,2	,3	,1	,0.5	,66.3	,1.5	,1	,6.53
https://www.whoscored.com/Players/142387/Show/Martin-Valjent,Martin Valjent,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",28,",  D(C)  ",28,2355	,-	,1	,5	,-	,0.3	,81.5	,1.7	,2	,6.53
https://www.whoscored.com/Players/299490/Show/Dodi-Luk%C3%A9bakio,Dodi Lukébakio,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",26,",  AM(CLR),FW  ",12(11),1127	,5	,1	,-	,-	,1.8	,84.2	,0.5	,-	,6.53
https://www.whoscored.com/Players/433528/Show/Sergio-Ruiz,Sergio Ruiz,https://www.whoscored.com/Teams/925/Show/Spain-Granada,"Granada, ",29,",  DMC  ",31(5),2504	,-	,4	,9	,-	,0.4	,85.1	,0.9	,1	,6.53
https://www.whoscored.com/Players/430301/Show/Rafa-Mar%C3%ADn,Rafa Marín,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",22,",  D(C)  ",27(6),2441	,-	,-	,6	,-	,0.4	,82.8	,1.7	,-	,6.53
https://www.whoscored.com/Players/382631/Show/Rodrigo-Riquelme,Rodrigo Riquelme,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",24,",  D(L),M(CL)  ",17(17),1527	,3	,5	,1	,-	,1.1	,79.3	,0.1	,1	,6.52
https://www.whoscored.com/Players/356704/Show/Enzo-Loiodice,Enzo Loiodice,https://www.whoscored.com/Teams/838/Show/Spain-Las-Palmas,"Las Palmas, ",23,",  DMC  ",19(15),1793	,-	,1	,2	,-	,0.5	,84.3	,0.8	,-	,6.52
https://www.whoscored.com/Players/409740/Show/Abdel-Abqar,Abdel Abqar,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",25,",  D(C)  ",27,2316	,-	,-	,10	,-	,0.4	,72.9	,1.4	,-	,6.52
https://www.whoscored.com/Players/301773/Show/Sergio-Akieme,Sergio Akieme,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",26,",  D(L),M(L)  ",19,1676	,2	,-	,2	,-	,0.5	,79.8	,0.5	,-	,6.52
https://www.whoscored.com/Players/116227/Show/L%C3%A9o-Baptist%C3%A3o,Léo Baptistão,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",31,",  AM(CLR),FW  ",22(10),1844	,6	,-	,6	,1	,1.5	,67.2	,1.5	,-	,6.52
https://www.whoscored.com/Players/387160/Show/Edgar-Gonz%C3%A1lez,Edgar González,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",27,",  D(C),DMC  ",30(1),2529	,2	,-	,5	,1	,0.4	,85.4	,2.3	,1	,6.51
https://www.whoscored.com/Players/400051/Show/Fali,Fali,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",30,",  D(C),DMC  ",30,2552	,-	,-	,12	,-	,0.4	,77.3	,1.3	,-	,6.51
https://www.whoscored.com/Players/236575/Show/Unai-L%C3%B3pez,Unai López,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",28,",  M(CR)  ",28(7),2127	,1	,2	,9	,-	,0.9	,84.3	,0.5	,1	,6.51
https://www.whoscored.com/Players/412902/Show/Dion-Lopy,Dion Lopy,https://www.whoscored.com/Teams/1799/Show/Spain-Almeria,"Almeria, ",22,",  DMC  ",23(7),1921	,-	,-	,5	,-	,0.8	,85	,1.1	,1	,6.51
https://www.whoscored.com/Players/106895/Show/Portu,Portu,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",32,",  M(CLR),FW  ",11(22),1180	,7	,5	,3	,-	,0.6	,80.1	,0.2	,1	,6.51
https://www.whoscored.com/Players/12575/Show/Ra%C3%BAl-Albiol,Raúl Albiol,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",38,",  D(C)  ",24(2),2036	,-	,1	,6	,-	,0.2	,86.3	,1.8	,-	,6.50
https://www.whoscored.com/Players/276489/Show/Alfonso-Pedraza,Alfonso Pedraza,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",28,",  D(L),M(L)  ",14(5),1120	,1	,3	,4	,1	,0.5	,78.9	,0.3	,-	,6.50
https://www.whoscored.com/Players/96128/Show/Ignasi-Miquel,Ignasi Miquel,https://www.whoscored.com/Teams/925/Show/Spain-Granada,"Granada, ",31,",  D(C)  ",33(1),2992	,1	,1	,5	,-	,0.6	,82	,1.7	,1	,6.50
https://www.whoscored.com/Players/101613/Show/Iv%C3%A1n-Balliu,Iván Balliu,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",32,",  D(R),M(R)  ",32(1),2876	,-	,1	,4	,-	,0.3	,77	,0.9	,-	,6.50
https://www.whoscored.com/Players/135242/Show/Sandro-Ram%C3%ADrez,Sandro Ramírez,https://www.whoscored.com/Teams/838/Show/Spain-Las-Palmas,"Las Palmas, ",29,",  AM(LR),FW  ",21(6),1818	,1	,3	,3	,-	,1.9	,82.5	,0.3	,-	,6.50
https://www.whoscored.com/Players/125211/Show/H%C3%A9ctor-Beller%C3%ADn,Héctor Bellerín,https://www.whoscored.com/Teams/54/Show/Spain-Real-Betis,"Real Betis, ",29,",  D(R),M(R)  ",20(3),1715	,-	,1	,-	,1	,0.1	,79.9	,0.7	,-	,6.50
https://www.whoscored.com/Players/357388/Show/Gonzalo-Villar,Gonzalo Villar,https://www.whoscored.com/Teams/925/Show/Spain-Granada,"Granada, ",26,",  M(C)  ",21(14),1790	,1	,3	,7	,-	,0.6	,84	,0.9	,1	,6.50
https://www.whoscored.com/Players/402862/Show/Victor-Chust,Victor Chust,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",24,",  D(C)  ",22,1870	,-	,1	,3	,2	,0.2	,80.6	,1.2	,-	,6.50
https://www.whoscored.com/Players/431167/Show/Sa%C3%BAl-Coco,Saúl Coco,https://www.whoscored.com/Teams/838/Show/Spain-Las-Palmas,"Las Palmas, ",25,",  D(C)  ",26(4),2295	,1	,-	,6	,1	,0.7	,88.9	,1.9	,2	,6.50
https://www.whoscored.com/Players/93492/Show/Aridane-Hern%C3%A1ndez,Aridane Hernández,https://www.whoscored.com/Teams/64/Show/Spain-Rayo-Vallecano,"Rayo Vallecano, ",35,",  D(C)  ",19,1691	,-	,-	,3	,-	,0.3	,85.8	,1.8	,-	,6.49
https://www.whoscored.com/Players/79840/Show/Kike-Garc%C3%ADa,Kike García,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",34,",  FW  ",15(18),1424	,3	,2	,3	,-	,1.7	,68.4	,1.5	,-	,6.49
https://www.whoscored.com/Players/24400/Show/Cristhian-Stuani,Cristhian Stuani,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",37,",  AM(CLR),FW  ",5(26),784	,9	,3	,6	,-	,1.1	,73.7	,0.8	,2	,6.49
https://www.whoscored.com/Players/347874/Show/Nahuel-Tenaglia,Nahuel Tenaglia,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",28,",  D(CR)  ",11(14),1131	,1	,-	,5	,-	,0.3	,74.5	,1	,-	,6.49
https://www.whoscored.com/Players/444253/Show/Jorge-Herrando,Jorge Herrando,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",23,",  D(C)  ",18(1),1644	,-	,-	,4	,-	,0.2	,79.9	,1.4	,-	,6.48
https://www.whoscored.com/Players/303728/Show/Nahuel-Molina,Nahuel Molina,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",26,",  D(R),M(R)  ",19(11),1860	,2	,3	,4	,1	,0.4	,76.9	,0.2	,-	,6.48
https://www.whoscored.com/Players/344120/Show/Ander-Guevara,Ander Guevara,https://www.whoscored.com/Teams/60/Show/Spain-Deportivo-Alaves,"Deportivo Alaves, ",27,",  DMC  ",33(4),2937	,1	,-	,7	,-	,0.4	,76	,1.2	,1	,6.47
https://www.whoscored.com/Players/444239/Show/Arnau-Mart%C3%ADnez,Arnau Martínez,https://www.whoscored.com/Teams/2783/Show/Spain-Girona,"Girona, ",21,",  D(R)  ",14(7),1242	,-	,2	,5	,-	,-	,89.9	,0.5	,-	,6.47
https://www.whoscored.com/Players/395321/Show/Aimar-Oroz,Aimar Oroz,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",22,",  AM(C)  ",26(7),2351	,2	,1	,3	,-	,0.8	,82.2	,0.6	,-	,6.47
https://www.whoscored.com/Players/432209/Show/Juanmi-Latasa,Juanmi Latasa,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",23,",  FW  ",15(17),1557	,2	,-	,5	,1	,1.4	,52.9	,4.6	,-	,6.47
https://www.whoscored.com/Players/143158/Show/Munir-El-Haddadi,Munir El Haddadi,https://www.whoscored.com/Teams/838/Show/Spain-Las-Palmas,"Las Palmas, ",28,",  AM(CLR),FW  ",32(6),2471	,3	,2	,3	,-	,1.1	,80.4	,0.6	,-	,6.47
https://www.whoscored.com/Players/349660/Show/Manu-Morlanes,Manu Morlanes,https://www.whoscored.com/Teams/51/Show/Spain-Mallorca,"Mallorca, ",25,",  DMC  ",16(19),1611	,-	,2	,2	,-	,0.3	,84.8	,0.5	,-	,6.47
https://www.whoscored.com/Players/110154/Show/Memphis-Depay,Memphis Depay,https://www.whoscored.com/Teams/63/Show/Spain-Atletico,"Atletico, ",30,",  AM(CL),FW  ",9(14),892	,5	,1	,2	,-	,1.7	,76.1	,0.2	,1	,6.46
https://www.whoscored.com/Players/400046/Show/Iza-Carcel%C3%A9n,Iza Carcelén,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",31,",  D(R)  ",29(6),2609	,-	,-	,2	,-	,0.3	,74.4	,0.6	,-	,6.46
https://www.whoscored.com/Players/407138/Show/Be%C3%B1at-Turrientes,Beñat Turrientes,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",22,",  M(C)  ",19(10),1692	,-	,1	,4	,-	,0.8	,87.2	,0.6	,-	,6.46
https://www.whoscored.com/Players/444265/Show/Fran-P%C3%A9rez,Fran Pérez,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",21,",  AM(R)  ",27(5),2070	,1	,4	,4	,-	,0.6	,80	,0.2	,-	,6.46
https://www.whoscored.com/Players/135098/Show/Johan-Mojica,Johan Mojica,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",31,",  D(L),M(L)  ",22(8),2041	,-	,3	,1	,-	,0.6	,77	,0.5	,-	,6.46
https://www.whoscored.com/Players/75919/Show/Kiko-Femen%C3%ADa,Kiko Femenía,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",33,",  D(LR),M(R)  ",16(7),1581	,-	,-	,6	,1	,-	,85.3	,0.4	,-	,6.46
https://www.whoscored.com/Players/297546/Show/Umar-Sadiq,Umar Sadiq,https://www.whoscored.com/Teams/68/Show/Spain-Real-Sociedad,"Real Sociedad, ",27,",  FW  ",12(14),1078	,3	,1	,4	,-	,1.3	,71.1	,1.1	,-	,6.45
https://www.whoscored.com/Players/374638/Show/Alejandro-Catena,Alejandro Catena,https://www.whoscored.com/Teams/131/Show/Spain-Osasuna,"Osasuna, ",29,",  D(C)  ",28(2),2536	,1	,3	,8	,1	,0.6	,81.9	,2	,-	,6.45
https://www.whoscored.com/Players/364779/Show/Myrto-Uzuni,Myrto Uzuni,https://www.whoscored.com/Teams/925/Show/Spain-Granada,"Granada, ",29,",  AM(LR),FW  ",28(6),2460	,11	,1	,3	,-	,1.9	,78.9	,0.3	,-	,6.45
https://www.whoscored.com/Players/383091/Show/Cenk-%C3%96zkacar,Cenk Özkacar,https://www.whoscored.com/Teams/55/Show/Spain-Valencia,"Valencia, ",23,",  D(CL)  ",18(5),1596	,-	,-	,3	,-	,0.3	,81.7	,1.3	,1	,6.45
https://www.whoscored.com/Players/415344/Show/Carlos-Dom%C3%ADnguez,Carlos Domínguez,https://www.whoscored.com/Teams/62/Show/Spain-Celta-Vigo,"Celta Vigo, ",23,",  D(C)  ",18(4),1586	,-	,-	,2	,-	,0.2	,79.2	,1.6	,-	,6.44
https://www.whoscored.com/Players/113275/Show/Alberto-Moreno,Alberto Moreno,https://www.whoscored.com/Teams/839/Show/Spain-Villarreal,"Villarreal, ",32,",  D(L),M(L)  ",17(10),1490	,2	,2	,1	,2	,0.6	,83.5	,0.4	,-	,6.44
https://www.whoscored.com/Players/436501/Show/Lucas-Pires,Lucas Pires,https://www.whoscored.com/Teams/1354/Show/Spain-Cadiz,"Cadiz, ",23,",  D(L)  ",15(13),1529	,1	,-	,6	,-	,0.4	,77.7	,0.4	,-	,6.44
https://www.whoscored.com/Players/332990/Show/Djen%C3%A9-Dakonam,Djené Dakonam,https://www.whoscored.com/Teams/819/Show/Spain-Getafe,"Getafe, ",32,",  D(CR),DMC  ",30(3),2494	,-	,-	,12	,1	,0.2	,78.6	,1.2	,-	,6.43
https://www.whoscored.com/Players/113708/Show/%C3%93liver-Torres,Óliver Torres,https://www.whoscored.com/Teams/67/Show/Spain-Sevilla,"Sevilla, ",29,",  M(CLR)  ",18(9),1624	,-	,1	,3	,-	,0.3	,83.8	,0.4	,-	,6.43
