Name,Team,Age,Position,Apps,Mins,Assists,KeyP,AvgP,PS,Crosses,LongB,ThrB,Rating
Lucas Beltrán,"Fiorentina, ",23,",  AM(C),FW  ",21(11),1696	,2	,0.8	,13.9	,79.6	,-	,0.4	,-	,6.53
Armando Izzo,"Monza, ",32,",  D(C)  ",20(3),1655	,-	,0.3	,53.2	,91.2	,-	,3.3	,-	,6.53
Jonathan Ikoné,"Fiorentina, ",26,",  AM(CLR),FW  ",18(10),1687	,1	,0.5	,16.3	,82.9	,0.1	,0.4	,0.1	,6.52
Kacper Urbanski,"Bologna, ",19,",  AM(L)  ",9(13),923	,1	,0.7	,16.3	,83.8	,0.4	,0.5	,-	,6.52
Adrien Tameze,"Torino, ",30,",  D(C),M(C)  ",25(4),2155	,2	,0.7	,42.9	,87.9	,0.1	,1.5	,-	,6.52
Manuel Lazzari,"Lazio, ",30,",  D(R),M(R)  ",19(5),1676	,2	,0.4	,32.3	,88.5	,0.5	,0.5	,-	,6.52
Ylber Ramadani,"Lecce, ",28,",  DMC  ",34,2976	,-	,0.5	,36.2	,80	,0.1	,2.2	,-	,6.52
Kristjan Asllani,"Inter, ",22,",  DMC  ",6(17),773	,2	,0.3	,30.7	,93	,0.2	,2	,0.1	,6.51
Caleb Okoli,"Frosinone, ",22,",  D(C)  ",32(2),2915	,1	,0.1	,49.6	,82.1	,-	,2.2	,-	,6.51
Edoardo Bove,"Roma, ",22,",  M(C)  ",18(13),1778	,2	,0.5	,24.7	,84.5	,-	,0.8	,0.1	,6.51
Christian Kouamé,"Fiorentina, ",26,",  AM(LR),FW  ",11(12),1084	,1	,0.5	,18	,76.4	,-	,0.5	,0.1	,6.50
Gabriel Strefezza,"Lecce, ",27,",  M(LR)  ",13(6),1118	,-	,1.1	,18.8	,78.2	,0.6	,0.9	,-	,6.50
Alex Meret,"Napoli, ",27,",  GK  ",31,2774	,-	,-	,25.5	,82.3	,-	,3.7	,-	,6.50
Koni De Winter,"Genoa, ",22,",  D(C)  ",26(3),2382	,1	,0.2	,42	,88.9	,-	,1.1	,-	,6.50
Mattéo Guendouzi,"Lazio, ",25,",  M(C)  ",27(6),2371	,3	,0.7	,32	,85.5	,0.3	,1.2	,0.1	,6.50
Samuel Chukwueze,"AC Milan, ",25,",  AM(CR)  ",12(12),1015	,3	,0.8	,16.4	,81.7	,0.1	,0.5	,0.2	,6.50
Razvan Marin,"Empoli, ",28,",  M(C)  ",20(10),1820	,3	,1.1	,26.7	,79.9	,1	,1.7	,0.1	,6.50
Bartosz Bereszynski,"Empoli, ",31,",  D(CLR),M(R)  ",22(2),1767	,1	,0.3	,29.2	,78.7	,0.1	,1.7	,-	,6.50
Grigoris Kastanos,"Salernitana, ",26,",  M(CR)  ",18(8),1488	,3	,1.1	,21.5	,75.2	,0.3	,1.2	,0.1	,6.50
Liberato Cacace,"Empoli, ",23,",  D(L),M(L)  ",18(13),1909	,1	,0.7	,26.8	,77.5	,0.5	,1.5	,-	,6.49
Antonio Sanabria,"Torino, ",28,",  FW  ",23(12),2134	,-	,0.4	,17.6	,79.7	,-	,0.5	,-	,6.49
Adam Marusic,"Lazio, ",31,",  D(CLR),M(LR)  ",37,3108	,-	,0.3	,41.9	,84.7	,0.3	,1.6	,-	,6.48
Kenan Yildiz,"Juventus, ",19,",  AM(L),FW  ",9(18),946	,-	,0.7	,12.2	,84.2	,0.2	,0.2	,-	,6.48
Davide Frattesi,"Inter, ",24,",  DMC  ",6(26),935	,3	,0.3	,9	,80.9	,-	,0.3	,-	,6.48
Rui Patrício,"Roma, ",36,",  GK  ",23,2070	,-	,-	,23.6	,75	,-	,5	,-	,6.48
Fabio Miretti,"Juventus, ",20,",  AM(C)  ",16(9),1110	,1	,1	,16.5	,80.1	,0.4	,0.6	,-	,6.48
Patrick Dorgu,"Lecce, ",19,",  D(L),M(L)  ",17(15),1567	,-	,0.6	,18.6	,83.9	,0.2	,0.9	,-	,6.48
Martin Erlic,"Sassuolo, ",26,",  D(C)  ",31(1),2627	,-	,-	,37.5	,80.5	,-	,2.7	,-	,6.47
Daniel Boloca,"Sassuolo, ",25,",  DMC  ",23(7),2024	,-	,0.5	,35.2	,90.4	,0.1	,1.8	,-	,6.47
Samuel Iling-Junior,"Juventus, ",20,",  M(L)  ",4(20),801	,2	,0.8	,14.5	,79.3	,0.8	,0.3	,-	,6.47
Zito Luvumbo,"Cagliari, ",22,",  AM(L),FW  ",19(11),1947	,5	,0.9	,9.7	,72.9	,0.8	,0.2	,-	,6.47
Rasmus Kristensen,"Roma, ",26,",  D(CR),M(R)  ",19(10),1745	,1	,0.4	,29.1	,80.5	,0.4	,0.8	,-	,6.47
Leonardo Pavoletti,"Cagliari, ",35,",  FW  ",5(14),620	,1	,0.4	,8.1	,56.2	,-	,0.2	,0.1	,6.47
Marko Arnautovic,"Inter, ",35,",  AM(CLR),FW  ",5(22),785	,3	,0.6	,9.7	,77.1	,-	,0.1	,0.1	,6.46
Ilario Monterisi,"Frosinone, ",22,",  D(C)  ",16(8),1469	,2	,0.2	,39	,81.3	,-	,1.7	,-	,6.46
Mário Rui,"Napoli, ",33,",  D(L),M(L)  ",14(7),1208	,2	,1.2	,42.9	,82.7	,0.9	,3.3	,0.1	,6.46
Jackson Tchatchoua,"Verona, ",22,",  D(R),M(LR)  ",19(7),1727	,2	,0.6	,21.7	,77.3	,0.7	,0.9	,-	,6.46
Karol Linetty,"Torino, ",29,",  M(CLR)  ",19(9),1860	,-	,0.5	,30.7	,86.8	,0.3	,1.4	,-	,6.46
João Ferreira,"Udinese, ",23,",  D(CR),M(R)  ",18(17),1815	,1	,0.4	,20.2	,75.9	,0.3	,1.5	,-	,6.46
Ciro Immobile,"Lazio, ",34,",  FW  ",21(10),1662	,1	,0.5	,14.5	,74.6	,-	,0.2	,0.1	,6.45
Walid Cheddira,"Frosinone, ",26,",  FW  ",24(12),2132	,1	,0.4	,10.5	,69	,-	,0.2	,-	,6.45
Matteo Cancellieri,"Empoli, ",22,",  AM(CLR),FW  ",18(18),1785	,2	,0.5	,9.1	,65.5	,0.1	,0.1	,-	,6.45
Morten Thorsby,"Genoa, ",28,",  M(CLR)  ",9(15),1145	,2	,0.4	,13.4	,62.6	,0.1	,0.2	,-	,6.44
Stefano Sabelli,"Genoa, ",31,",  D(R),M(R)  ",30(2),2452	,1	,0.6	,21.5	,63.4	,0.7	,1	,-	,6.44
Giorgos Kyriakopoulos,"Monza, ",28,",  D(L),M(L)  ",20(8),1718	,3	,0.8	,30.6	,85.9	,1	,1	,-	,6.44
Mërgim Vojvoda,"Torino, ",29,",  D(CR),M(LR)  ",15(13),1372	,3	,0.6	,28.4	,83	,0.4	,1.7	,-	,6.44
Charalampos Lykogiannis,"Bologna, ",30,",  D(CL),M(L)  ",10(12),902	,1	,0.4	,20.4	,82	,0.5	,0.8	,-	,6.44
Youssef Maleh,"Empoli, ",25,",  M(C)  ",30(4),2612	,1	,1	,28.4	,79.7	,0.4	,1.4	,-	,6.44
Hans Hateboer,"Atalanta, ",30,",  D(R),M(R)  ",10(13),1106	,1	,1	,21.1	,85.8	,0.8	,0.5	,-	,6.44
Stefano Turati,"Frosinone, ",22,",  GK  ",31,2746	,-	,-	,29.5	,68.9	,-	,3.3	,-	,6.44
Gaetano Oristanio,"Cagliari, ",21,",  AM(CLR),FW  ",11(14),1105	,1	,0.6	,8.3	,74.5	,0.4	,0.6	,-	,6.43
Caleb Ekuban,"Genoa, ",30,",  AM(CLR),FW  ",10(19),1126	,1	,0.6	,7.1	,66.7	,-	,0.2	,-	,6.43
Nicolò Casale,"Lazio, ",26,",  D(C)  ",16(4),1558	,-	,0.1	,51.1	,91.8	,-	,2.5	,-	,6.43
Valentino Lazaro,"Torino, ",28,",  D(R),M(CLR)  ",21(14),1988	,4	,1	,23.6	,82	,0.9	,0.9	,-	,6.43
Samuele Birindelli,"Monza, ",24,",  D(R),M(R)  ",22(13),2016	,2	,0.7	,25.6	,83.1	,0.5	,1.4	,-	,6.43
Reinier,"Frosinone, ",22,",  AM(C)  ",13(9),1066	,2	,0.7	,17.5	,81.3	,0.1	,0.4	,-	,6.43
Luka Jovic,"AC Milan, ",26,",  FW  ",8(15),872	,1	,0.5	,7.7	,74.6	,-	,0.1	,-	,6.43
Michel Aebischer,"Bologna, ",27,",  M(CLR)  ",26(10),2234	,1	,0.5	,41	,91.9	,-	,1.3	,-	,6.43
Andrea Consigli,"Sassuolo, ",37,",  GK  ",35,3150	,-	,-	,31.1	,63.9	,-	,6.2	,-	,6.42
Jacopo Fazzini,"Empoli, ",21,",  AM(C)  ",14(17),1228	,1	,0.8	,14.2	,74.3	,0.4	,0.3	,0.1	,6.42
Pol Lirola,"Frosinone, ",26,",  D(CR),M(LR)  ",18(7),1541	,1	,0.5	,24.7	,78.6	,0.2	,1.4	,-	,6.42
Antonín Barák,"Fiorentina, ",29,",  AM(CR)  ",8(13),802	,3	,0.7	,18.3	,86.2	,0.1	,0.7	,-	,6.42
Guillermo Ochoa,"Salernitana, ",38,",  GK  ",21,1890	,-	,-	,27.5	,55.5	,-	,5	,-	,6.41
Kevin Strootman,"Genoa, ",34,",  DMC  ",15(12),1212	,2	,0.8	,23.6	,82.9	,0.4	,0.8	,-	,6.41
Nicola Zalewski,"Roma, ",22,",  D(L),M(LR)  ",10(12),965	,1	,0.8	,17.2	,78.6	,0.5	,1	,-	,6.41
Lorenzo Pirola,"Salernitana, ",22,",  D(C)  ",24(3),1993	,-	,-	,38	,83.4	,-	,1.4	,-	,6.41
M'Bala Nzola,"Fiorentina, ",27,",  FW  ",15(18),1550	,3	,0.6	,10.2	,82.7	,0.1	,0.3	,-	,6.41
Noah Okafor,"AC Milan, ",24,",  AM(L),FW  ",6(22),872	,2	,0.3	,5.9	,69.9	,0.1	,0.1	,-	,6.41
Aarón Martín,"Genoa, ",27,",  D(L),M(L)  ",17(5),1382	,1	,1.2	,19.9	,78.3	,1.3	,1	,-	,6.41
Gabriele Zappa,"Cagliari, ",24,",  D(CR),M(R)  ",25(13),2560	,3	,0.6	,28.2	,73.5	,0.5	,1.8	,-	,6.41
Jens Cajuste,"Napoli, ",24,",  DMC  ",11(15),1009	,2	,0.6	,16.2	,86	,-	,0.3	,-	,6.41
Matteo Prati,"Cagliari, ",20,",  DMC  ",19(7),1973	,1	,0.5	,28	,75.4	,0.2	,1.2	,-	,6.41
Domagoj Bradaric,"Salernitana, ",24,",  D(L),M(L)  ",30(4),2754	,3	,1.1	,35.6	,81.6	,0.6	,1.1	,-	,6.40
Ibrahim Sulemana,"Cagliari, ",21,",  DMC  ",16(5),1345	,-	,0.2	,20.8	,82.3	,0.1	,1.3	,-	,6.40
Simone Scuffet,"Cagliari, ",28,",  GK  ",31,2790	,-	,-	,26.5	,62	,-	,6.4	,-	,6.40
Arkadiusz Milik,"Juventus, ",30,",  AM(C),FW  ",7(25),902	,1	,0.5	,8.3	,81.1	,-	,0.3	,0.1	,6.40
Rolando Mandragora,"Fiorentina, ",27,",  DMC  ",16(17),1586	,3	,0.4	,21.9	,82.3	,0.2	,1.3	,-	,6.39
Valentín Carboni,"Monza, ",19,",  AM(C)  ",10(21),1160	,3	,0.7	,16.4	,85.2	,0.1	,0.6	,0.1	,6.39
Lorenzo Colombo,"Monza, ",22,",  FW  ",16(9),1367	,1	,0.3	,10.4	,70.3	,-	,0.4	,-	,6.39
Federico Baschirotto,"Lecce, ",27,",  D(C)  ",37,3295	,1	,0.1	,48.4	,84.1	,-	,3.4	,-	,6.39
Darko Lazovic,"Verona, ",33,",  M(CLR)  ",22(10),1944	,2	,1	,16.6	,70.2	,0.7	,0.7	,-	,6.38
Gianluca Lapadula,"Cagliari, ",34,",  FW  ",14(9),1207	,1	,0.8	,7.1	,72.4	,0.1	,0.1	,-	,6.38
Cristian Volpato,"Sassuolo, ",20,",  Midfielder  ",5(17),634	,-	,0.7	,11.4	,71.3	,0.6	,0.5	,-	,6.38
Danilo Cataldi,"Lazio, ",29,",  M(C)  ",15(13),1362	,-	,0.4	,31.9	,87.9	,0.3	,0.7	,0.1	,6.38
Marco Brescianini,"Frosinone, ",24,",  M(C)  ",24(12),2324	,2	,0.6	,20.9	,79.9	,0.2	,0.6	,0.1	,6.38
Joan González,"Lecce, ",22,",  M(C)  ",13(16),1287	,1	,0.5	,15.3	,76.6	,0.1	,0.8	,-	,6.38
Yunus Musah,"AC Milan, ",21,",  M(CR)  ",13(17),1468	,2	,0.5	,20	,89	,0.2	,0.5	,-	,6.38
Festy Ebosele,"Udinese, ",21,",  M(R)  ",20(11),1707	,-	,0.5	,10.2	,71.4	,0.3	,0.4	,-	,6.37
Nedim Bajrami,"Sassuolo, ",25,",  AM(CLR)  ",15(13),1315	,2	,0.8	,13.3	,82.2	,0.6	,0.4	,0.1	,6.37
Luca Pellegrini,"Lazio, ",25,",  D(L),M(L)  ",8(11),782	,-	,0.1	,20.9	,76.6	,-	,0.8	,-	,6.37
Giuseppe Pezzella,"Empoli, ",26,",  D(L),M(L)  ",14(5),1087	,-	,0.4	,21.8	,77.8	,0.7	,0.8	,0.1	,6.37
Matheus Henrique,"Sassuolo, ",26,",  M(C)  ",27(4),2503	,2	,1.2	,31.6	,83.1	,0.3	,1.9	,0.1	,6.36
Kingsley Ehizibue,"Udinese, ",29,",  D(R),M(R)  ",11(12),958	,1	,0.3	,9	,70.4	,0.3	,0.3	,-	,6.36
Mohamed Kaba,"Lecce, ",22,",  M(C)  ",15(8),1386	,-	,0.6	,18.5	,81	,0.1	,0.6	,-	,6.36
Loum Tchaouna,"Salernitana, ",20,",  AM(CR),FW  ",23(10),2098	,3	,0.7	,20.6	,71.6	,0.3	,0.6	,-	,6.36
Sardar Azmoun,"Roma, ",29,",  AM(C),FW  ",3(20),570	,-	,0.3	,6.7	,69.3	,-	,-	,-	,6.35
Lassana Coulibaly,"Salernitana, ",28,",  M(CL)  ",25(3),2088	,1	,0.4	,30.6	,85.4	,0.1	,1	,-	,6.35
Elseid Hysaj,"Lazio, ",30,",  D(LR),M(R)  ",11(11),1197	,-	,0.4	,33.2	,84.8	,0.2	,1.5	,-	,6.35
Eldor Shomurodov,"Cagliari, ",29,",  AM(C),FW  ",10(12),937	,3	,0.5	,10	,67.7	,0.1	,0.1	,0.1	,6.35
Alexis Blin,"Lecce, ",27,",  DMC  ",16(15),1633	,2	,0.2	,24.4	,87.5	,0.1	,1	,-	,6.35
Nicola Sansone,"Lecce, ",32,",  AM(LR),FW  ",4(21),752	,2	,0.7	,9.9	,80.2	,0.4	,0.4	,-	,6.34
Luca Caldirola,"Monza, ",33,",  D(CL)  ",23(6),2141	,1	,0.2	,46.8	,91.1	,-	,2.9	,-	,6.34
Francesco Gelli,"Frosinone, ",27,",  M(L)  ",16(11),1560	,-	,0.9	,23.6	,85.4	,0.5	,0.4	,-	,6.34
Gian Marco Ferrari,"Sassuolo, ",32,",  D(C)  ",25(6),2269	,-	,0.3	,41.2	,83.5	,0.1	,3.1	,-	,6.34
Gustav Isaksen,"Lazio, ",23,",  AM(R)  ",12(16),1073	,1	,0.7	,10.3	,71.2	,0.1	,0.2	,0.1	,6.34
Warren Bondo,"Monza, ",20,",  DMC  ",14(11),1474	,1	,0.3	,24.5	,90.2	,-	,0.8	,-	,6.34
Jeremy Toljan,"Sassuolo, ",29,",  D(LR),M(LR)  ",24(1),2086	,5	,0.7	,30.9	,77.8	,0.4	,1.3	,-	,6.33
Hamza Rafia,"Lecce, ",25,",  AM(C)  ",17(11),1212	,-	,0.5	,16.5	,75.5	,0.3	,0.5	,-	,6.33
Federico Bonazzoli,"Verona, ",27,",  AM(C),FW  ",10(14),1017	,1	,0.3	,12.6	,79.5	,-	,0.8	,-	,6.33
Roberto Piccoli,"Lecce, ",23,",  FW  ",12(23),1363	,-	,0.3	,6.8	,61.3	,-	,0.1	,-	,6.32
Nikola Moro,"Bologna, ",26,",  M(C)  ",10(13),838	,-	,0.5	,24	,83.5	,0.1	,1.5	,-	,6.32
Alessandro Deiola,"Cagliari, ",28,",  DMC  ",19(8),1611	,-	,0.4	,18.5	,71.4	,0.1	,1.4	,-	,6.31
Timothy Weah,"Juventus, ",24,",  D(LR),M(LR),FW  ",12(18),1249	,1	,0.4	,17.2	,84.7	,0.2	,0.3	,-	,6.31
Paulo Azzi,"Cagliari, ",29,",  M(L)  ",9(16),940	,-	,0.4	,14.1	,71.7	,0.2	,0.6	,-	,6.31
Maxime Lopez,"Fiorentina, ",26,",  M(CR)  ",7(12),797	,-	,0.4	,34.5	,89.9	,0.2	,1.3	,-	,6.30
Jordan Zemura,"Udinese, ",24,",  D(L),M(L)  ",10(17),1036	,-	,0.3	,10.4	,72.1	,0.1	,0.4	,-	,6.29
Antoine Makoumbou,"Cagliari, ",25,",  DMC  ",32,2709	,-	,0.4	,37	,88.9	,0.1	,2.5	,-	,6.29
Norbert Gyömbér,"Salernitana, ",32,",  D(CR),DMC  ",20(2),1763	,-	,0.2	,33.6	,84.2	,-	,1.6	,-	,6.29
Isaac Success,"Udinese, ",28,",  AM(LR),FW  ",9(18),873	,1	,0.4	,7.4	,64.7	,-	,0.3	,0.1	,6.29
Uros Racic,"Sassuolo, ",26,",  DMC  ",8(14),815	,1	,0.3	,17.9	,81.7	,-	,1.1	,-	,6.28
Francesco Caputo,"Empoli, ",36,",  FW  ",15(5),1276	,-	,0.5	,10.7	,76.1	,-	,0.3	,0.1	,6.27
Marcus Pedersen,"Sassuolo, ",23,",  D(LR)  ",16(12),1606	,2	,0.4	,18.5	,80.1	,0.4	,1	,-	,6.27
Pedro Pereira,"Monza, ",26,",  D(R),M(LR)  ",9(14),835	,2	,0.6	,18	,82.8	,0.4	,0.5	,-	,6.25
Moise Kean,"Juventus, ",24,",  AM(LR),FW  ",8(11),651	,-	,0.3	,4.9	,69.9	,-	,0.2	,-	,6.25
Pedro,"Lazio, ",36,",  M(CLR),FW  ",5(28),801	,1	,0.5	,12.4	,85.9	,0.2	,0.3	,-	,6.25
Mateusz Wieteska,"Cagliari, ",27,",  D(C)  ",10(9),960	,1	,0.3	,23.1	,82	,0.1	,1.4	,-	,6.25
Grégoire Defrel,"Sassuolo, ",33,",  AM(CR),FW  ",7(13),755	,2	,0.4	,10.7	,85.5	,0.1	,0.3	,-	,6.25
Giovanni Simeone,"Napoli, ",29,",  AM(R),FW  ",8(20),792	,-	,0.3	,6.4	,72.6	,0.1	,0.1	,0.1	,6.25
Emmanuel Gyasi,"Empoli, ",30,",  M(CLR),FW  ",21(12),1876	,2	,0.3	,14.6	,78	,0.2	,0.2	,-	,6.24
Jean-Daniel Akpa Akpro,"Monza, ",31,",  D(R),M(CLR)  ",8(11),703	,-	,0.1	,13.8	,84	,-	,0.5	,0.1	,6.22
Kaio Jorge,"Frosinone, ",22,",  FW  ",8(12),807	,-	,0.4	,7.8	,73.5	,0.1	,0.2	,-	,6.22
Chukwubuikem Ikwuemesi,"Salernitana, ",22,",  FW  ",11(14),1059	,1	,0.3	,6.6	,67.1	,-	,0.1	,-	,6.22
Ruan Tressoldi,"Sassuolo, ",25,",  D(C)  ",16(10),1517	,-	,0.2	,26.1	,85.3	,-	,1.7	,-	,6.22
Jesper Lindstrøm,"Napoli, ",24,",  AM(CLR),FW  ",2(20),418	,-	,0.6	,9.6	,84.4	,0.2	,0.2	,-	,6.20
Marvin Çuni,"Frosinone, ",23,",  FW  ",6(16),522	,-	,0.3	,5	,75.2	,-	,0.1	,-	,6.19
Pietro Pellegri,"Torino, ",23,",  FW  ",7(17),746	,1	,0.2	,5.5	,64.9	,-	,0.1	,-	,6.17
Samuele Mulattieri,"Sassuolo, ",23,",  Forward  ",1(26),442	,-	,0.2	,4.3	,70.4	,-	,-	,-	,6.10
Mateusz Legowski,"Salernitana, ",21,",  M(C)  ",10(19),1134	,-	,0.2	,12.7	,78.3	,-	,0.3	,-	,6.07
