Player_URL,Name,Team_URL,Team,Age,Position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/75217/Show/Andrej-Kramaric,Andrej Kramaric,https://www.whoscored.com/Teams/1211/Show/Germany-Hoffenheim,"Hoffenheim, ",33,",  AM(CLR),FW  ",25(5),2207	,15	,6	,4	,-	,2.3	,84.2	,0.3	,2	,7.17
https://www.whoscored.com/Players/349888/Show/Chris-F%C3%BChrich,Chris Führich,https://www.whoscored.com/Teams/41/Show/Germany-Stuttgart,"Stuttgart, ",26,",  M(CLR),FW  ",33(1),2595	,8	,7	,2	,-	,1.6	,86	,0.1	,2	,7.15
https://www.whoscored.com/Players/320040/Show/Alphonso-Davies,Alphonso Davies,https://www.whoscored.com/Teams/37/Show/Germany-Bayern,"Bayern, ",23,",  D(L),M(LR)  ",24(5),2067	,2	,5	,-	,-	,0.4	,88.9	,0.5	,1	,7.13
https://www.whoscored.com/Players/89401/Show/Granit-Xhaka,Granit Xhaka,https://www.whoscored.com/Teams/36/Show/Germany-Leverkusen,"Leverkusen, ",31,",  D(L),M(C)  ",32(1),2828	,3	,-	,5	,-	,1.4	,92.1	,0.8	,-	,7.13
https://www.whoscored.com/Players/283323/Show/Joshua-Kimmich,Joshua Kimmich,https://www.whoscored.com/Teams/37/Show/Germany-Bayern,"Bayern, ",29,",  D(CR),DMC,M(R)  ",27(1),2186	,1	,6	,1	,1	,0.9	,91.3	,0.2	,2	,7.13
https://www.whoscored.com/Players/394749/Show/Omar-Marmoush,Omar Marmoush,https://www.whoscored.com/Teams/45/Show/Germany-Eintracht-Frankfurt,"Eintracht Frankfurt, ",25,",  AM(CL),FW  ",27(2),2311	,12	,6	,7	,-	,2.7	,73.4	,1	,4	,7.11
https://www.whoscored.com/Players/115163/Show/Jonas-Hofmann,Jonas Hofmann,https://www.whoscored.com/Teams/36/Show/Germany-Leverkusen,"Leverkusen, ",31,",  D(R),M(CLR),FW  ",26(6),2215	,5	,7	,3	,-	,1.9	,84.5	,0.1	,2	,7.11
https://www.whoscored.com/Players/351354/Show/Donyell-Malen,Donyell Malen,https://www.whoscored.com/Teams/44/Show/Germany-Borussia-Dortmund,"Borussia Dortmund, ",25,",  AM(LR),FW  ",21(6),1786	,13	,1	,5	,-	,2.7	,79.6	,0.3	,4	,7.10
https://www.whoscored.com/Players/115519/Show/Leon-Goretzka,Leon Goretzka,https://www.whoscored.com/Teams/37/Show/Germany-Bayern,"Bayern, ",29,",  M(CR)  ",25(5),2243	,6	,7	,3	,-	,1.9	,89.4	,1.2	,3	,7.08
https://www.whoscored.com/Players/392644/Show/Jeremie-Frimpong,Jeremie Frimpong,https://www.whoscored.com/Teams/36/Show/Germany-Leverkusen,"Leverkusen, ",23,",  D(R),M(R)  ",27(4),2265	,9	,7	,6	,-	,1.8	,81.3	,0.4	,2	,7.08
https://www.whoscored.com/Players/129368/Show/Tim-Kleindienst,Tim Kleindienst,https://www.whoscored.com/Teams/4852/Show/Germany-FC-Heidenheim,"FC Heidenheim, ",28,",  FW  ",33,2877	,12	,3	,6	,-	,2.5	,59.9	,5.5	,4	,7.06
https://www.whoscored.com/Players/298837/Show/Amadou-Haidara,Amadou Haidara,https://www.whoscored.com/Teams/7614/Show/Germany-RBL,"RBL, ",26,",  M(CLR)  ",19(2),1537	,2	,1	,5	,-	,1	,84.5	,1.7	,1	,7.06
https://www.whoscored.com/Players/401073/Show/Anton-Stach,Anton Stach,https://www.whoscored.com/Teams/1211/Show/Germany-Hoffenheim,"Hoffenheim, ",25,",  M(C)  ",26(5),2326	,2	,3	,4	,-	,1.2	,81.5	,1.7	,1	,7.05
https://www.whoscored.com/Players/407476/Show/Angelo-Stiller,Angelo Stiller,https://www.whoscored.com/Teams/41/Show/Germany-Stuttgart,"Stuttgart, ",23,",  DMC  ",30(1),2697	,1	,5	,5	,-	,0.5	,90.9	,1	,-	,7.04
https://www.whoscored.com/Players/351705/Show/Sepp-van-den-Berg,Sepp van den Berg,https://www.whoscored.com/Teams/219/Show/Germany-Mainz,"Mainz, ",22,",  D(CR),M(R)  ",31(2),2839	,3	,-	,9	,-	,0.8	,81.3	,5.2	,2	,7.04
https://www.whoscored.com/Players/141556/Show/Julian-Brandt,Julian Brandt,https://www.whoscored.com/Teams/44/Show/Germany-Borussia-Dortmund,"Borussia Dortmund, ",28,",  M(CLR),FW  ",26(6),2232	,7	,11	,2	,-	,1	,87.2	,0.3	,4	,7.03
https://www.whoscored.com/Players/370912/Show/Kim-Min-Jae,Kim Min-Jae,https://www.whoscored.com/Teams/37/Show/Germany-Bayern,"Bayern, ",27,",  D(C)  ",22(3),1971	,1	,1	,3	,-	,0.4	,93	,3	,1	,7.03
https://www.whoscored.com/Players/108914/Show/Mitchell-Weiser,Mitchell Weiser,https://www.whoscored.com/Teams/42/Show/Germany-Werder-Bremen,"Werder Bremen, ",30,",  D(R),M(R)  ",30,2639	,3	,7	,5	,-	,1.5	,75.5	,0.8	,2	,7.01
https://www.whoscored.com/Players/137837/Show/Franck-Honorat,Franck Honorat,https://www.whoscored.com/Teams/134/Show/Germany-Borussia-M-Gladbach,"Borussia M.Gladbach, ",27,",  M(LR),FW  ",28(4),2359	,3	,9	,1	,-	,0.9	,74.4	,0.5	,4	,7.00
https://www.whoscored.com/Players/361425/Show/Patrick-Mainka,Patrick Mainka,https://www.whoscored.com/Teams/4852/Show/Germany-FC-Heidenheim,"FC Heidenheim, ",29,",  D(C)  ",34,3060	,2	,-	,1	,-	,0.9	,83	,3.6	,3	,7.00
https://www.whoscored.com/Players/371275/Show/Nico-Schlotterbeck,Nico Schlotterbeck,https://www.whoscored.com/Teams/44/Show/Germany-Borussia-Dortmund,"Borussia Dortmund, ",24,",  D(C)  ",32(1),2861	,2	,1	,4	,-	,0.8	,89.2	,1.8	,1	,6.99
https://www.whoscored.com/Players/353565/Show/Jonas-Wind,Jonas Wind,https://www.whoscored.com/Teams/33/Show/Germany-Wolfsburg,"Wolfsburg, ",25,",  AM(C),FW  ",31(3),2662	,11	,7	,3	,-	,2.1	,71.3	,2.7	,6	,6.98
https://www.whoscored.com/Players/296769/Show/Benjamin-Henrichs,Benjamin Henrichs,https://www.whoscored.com/Teams/7614/Show/Germany-RBL,"RBL, ",27,",  D(LR),DMC,M(LR)  ",28(5),2532	,1	,5	,5	,-	,1.1	,79.5	,0.8	,1	,6.98
