Gautier Lloris
Juan Cruz
Oihan Sancet
Jaka Bijol
Matheus Cunha
Florian Thauvin
Jérôme Roussillon
Yunus Musah
Cyle Larin
Cristian Cásseres
Taiwo Awoniyi
Lucas Vázquez
Atakan Karazor
Ivan Cavaleiro
Frank Anguissa
Alberto Moreno
Jessy Deminguet
Marco Richter
Deniz Undav
Andoni Gorosabel
Odilon Kossounou
Christian Groß
Marko Arnautovic
Ansu Fati
Federico Baschirotto
Jorge Cuenca
Cenk Özkacar
Unai Núñez
Warren Kamanzi
Antoine Makoumbou
Luis Rioja
Martin Dúbravka,0.217
Lucas Martínez Quarta
Jefferson Lerma
Roland Sallai
Alberto Moleiro
Kevin Trapp,0.219
Jonathan Tah
Emmanuel Sabbi
Remo Freuler
Hamza Rafia
Formose Mendy
Benno Schmitz
Josep Martínez,0.222
Bernd Leno,0.263
Carlos Benavídez
Mohamed Simakan
Keito Nakamura
Benito Ramírez
Victor Osimhen
Domagoj Bradaric
Jesper Lindstrøm
Loum Tchaouna
Evann Guessand
Sasa Lukic
Karim Adeyemi
Harry Maguire
Álex Pozo
Kike Pérez
Alfonso Espino
Robin Hack
M'Bala Nzola
Borja Mayoral
Nathan Tella
Antonio Candreva
Nathan Patterson
Dominic Calvert-Lewin
Juanmi Latasa
Pedro Pereira
Giorgi Mamardashvili,0.351
Edgar González
Amir Richardson
