Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
Kai Havertz,"Arsenal, ",25,",  M(CR),FW  ",30(7),2641	,13	,7	,1.9	,1.2	,0.4	,1.2	,0.4	,0.9	,1.5	,7.16
Bernardo Silva,"Man City, ",29,",  M(CLR),FW  ",29(4),2582	,6	,9	,1	,1.9	,1.2	,0.8	,0.1	,1	,1.3	,7.15
Virgil van Dijk,"Liverpool, ",33,",  D(C)  ",36,3178	,2	,2	,1.3	,0.3	,0.1	,0.4	,-	,0.1	,0.2	,7.15
Alexander Isak,"Newcastle, ",24,",  AM(L),FW  ",27(3),2267	,21	,2	,2.6	,0.9	,1.4	,0.5	,0.6	,0.8	,1.6	,7.14
Pascal Groß,"Brighton, ",33,",  D(LR),M(CR),FW  ",34(2),3114	,4	,10	,1.5	,2.9	,0.4	,0.8	,0.1	,0.8	,1	,7.13
Conor Gallagher,"Chelsea, ",24,",  M(CL)  ",37,3137	,5	,7	,1.3	,1.4	,1	,1.7	,-	,1.1	,1.9	,7.13
Matheus Cunha,"Wolves, ",25,",  AM(CL),FW  ",29(3),2454	,12	,7	,2.3	,0.9	,2	,1.6	,0.1	,1.7	,2.5	,7.13
Andy Robertson,"Liverpool, ",30,",  D(L),M(L)  ",18(5),1693	,3	,2	,0.5	,2.7	,0.2	,0.2	,0.1	,0.3	,0.8	,7.12
Trent Alexander-Arnold,"Liverpool, ",25,",  D(R),DMC,M(R)  ",25(3),2161	,3	,4	,1.7	,2.3	,1	,0.3	,0.1	,0.2	,1	,7.12
Julián Álvarez,"Man City, ",24,",  AM(CR),FW  ",31(5),2660	,11	,9	,2.7	,1.9	,0.6	,0.4	,0.1	,1	,1.6	,7.10
Jarrod Bowen,"West Ham, ",27,",  AM(CLR),FW  ",34,3021	,16	,6	,2.5	,0.9	,1	,1.2	,0.6	,1.7	,2.3	,7.10
Diogo Jota,"Liverpool, ",27,",  AM(CLR),FW  ",14(7),1151	,10	,3	,2	,1	,0.7	,1	,0.1	,0.9	,2	,7.09
Alexis Mac Allister,"Liverpool, ",25,",  M(CL),FW  ",31(2),2612	,5	,5	,1.3	,1.4	,0.5	,1.4	,-	,1.1	,0.9	,7.09
Luis Díaz,"Liverpool, ",27,",  AM(LR)  ",32(5),2646	,8	,5	,2.5	,1.7	,1.8	,1.1	,0.5	,1.9	,1.9	,7.09
James Tarkowski,"Everton, ",31,",  D(C)  ",38,3420	,1	,1	,0.7	,0.6	,0.4	,0.7	,-	,0.4	,0.4	,7.08
Nicolas Jackson,"Chelsea, ",23,",  FW  ",31(4),2810	,14	,5	,2.3	,1.1	,1.5	,1.1	,0.8	,1.9	,2.5	,7.07
Kieran Trippier,"Newcastle, ",33,",  D(LR),M(R)  ",26(2),2240	,1	,10	,0.3	,2.3	,0.6	,0.8	,0.1	,0.3	,0.7	,7.07
Ross Barkley,"Luton, ",30,",  M(CLR)  ",30(2),2622	,5	,4	,2.1	,1.4	,2.1	,1.3	,-	,1.8	,0.8	,7.05
Lucas Paquetá,"West Ham, ",26,",  M(CLR),FW  ",31,2638	,4	,6	,1.4	,1.4	,1.3	,2.1	,0.2	,2.6	,2.3	,7.04
Pedro Porro,"Tottenham, ",24,",  D(R),M(R)  ",35,3093	,3	,7	,1.5	,1.5	,0.7	,0.8	,-	,0.4	,1.1	,7.04
João Palhinha,"Fulham, ",29,",  DMC  ",31(2),2711	,4	,1	,1.4	,0.4	,0.3	,1.7	,0.1	,0.8	,0.9	,7.04
Dominic Solanke,"Bournemouth, ",26,",  FW  ",37(1),3333	,19	,3	,2.9	,1	,1	,1.2	,0.4	,2.1	,3.6	,7.03
Josko Gvardiol,"Man City, ",22,",  D(CL)  ",26(2),2330	,4	,1	,1.1	,0.6	,0.9	,0.8	,0.1	,0.5	,0.8	,7.03
Cristian Romero,"Tottenham, ",26,",  D(C)  ",33,2793	,5	,-	,0.7	,0.2	,0.2	,0.7	,-	,0.1	,0.4	,7.03
Bryan Mbeumo,"Brentford, ",24,",  AM(LR),FW  ",22(3),1960	,9	,6	,2.1	,1.3	,1	,1.7	,0.1	,1.6	,2.7	,7.02
Morgan Gibbs-White,"Nottingham Forest, ",24,",  AM(CLR),FW  ",35(2),3164	,5	,10	,1.9	,2	,1.2	,1.5	,0.2	,1.2	,2.1	,7.00
James Ward-Prowse,"West Ham, ",29,",  M(CR)  ",34(3),3006	,7	,7	,1.2	,1.7	,0.3	,0.5	,-	,0.3	,0.4	,6.99
Jacob Murphy,"Newcastle, ",29,",  D(R),M(LR)  ",14(7),1194	,3	,7	,1.4	,1.5	,0.6	,0.7	,-	,0.7	,0.9	,6.99
Gabriel Magalhães,"Arsenal, ",26,",  D(C)  ",34(2),3044	,4	,-	,0.9	,0.1	,0.1	,0.9	,-	,0.1	,0.3	,6.99
Pedro Neto,"Wolves, ",24,",  AM(CLR),FW  ",18(2),1521	,2	,9	,1.8	,1.9	,1.9	,1.1	,0.1	,1	,2.2	,6.99
John McGinn,"Aston Villa, ",29,",  M(CLR)  ",35,3010	,6	,4	,1.1	,1.3	,1.5	,2	,0.1	,1.7	,1.6	,6.98
Dwight McNeil,"Everton, ",24,",  M(CLR)  ",33(2),2900	,3	,6	,1.6	,2	,0.9	,0.9	,0.1	,1.7	,1.9	,6.97
Casemiro,"Man Utd, ",32,",  D(C),DMC  ",24(1),1987	,1	,2	,1.6	,0.6	,0.4	,0.4	,0.2	,0.7	,0.6	,6.97
Leon Bailey,"Aston Villa, ",26,",  M(CLR),FW  ",22(13),2080	,10	,9	,1.5	,1.5	,1.6	,0.7	,0.3	,1.2	,1.5	,6.96
Dejan Kulusevski,"Tottenham, ",24,",  AM(CR),FW  ",31(5),2767	,8	,3	,1.6	,1.8	,1.5	,0.8	,0.3	,1.8	,2.4	,6.96
Alphonse Areola,"West Ham, ",31,",  GK  ",31,2702	,-	,-	,-	,-	,-	,0.1	,-	,-	,-	,6.96
Diogo Dalot,"Man Utd, ",25,",  D(LR),M(R)  ",35(1),3174	,2	,3	,0.8	,1.1	,0.9	,0.4	,0.1	,0.3	,0.7	,6.96
Douglas Luiz,"Aston Villa, ",26,",  M(C)  ",35,3003	,9	,5	,1.4	,1.5	,0.7	,1.2	,-	,0.9	,0.9	,6.95
Willy-Arnaud Boly,"Nottingham Forest, ",33,",  D(C)  ",18(2),1443	,2	,1	,0.7	,0.5	,0.2	,0.1	,0.1	,0.2	,0.2	,6.94
Dan Burn,"Newcastle, ",32,",  D(CL),M(L)  ",32(1),2733	,2	,2	,0.7	,0.3	,0.1	,0.3	,0.1	,0.3	,0.5	,6.94
João Pedro,"Brighton, ",22,",  AM(CL),FW  ",19(12),2046	,9	,3	,2.4	,1.2	,1.4	,1.9	,0.4	,2	,2.7	,6.93
Ben White,"Arsenal, ",26,",  D(CR),DMC  ",35(2),2995	,4	,4	,0.4	,1.1	,0.2	,0.3	,0.3	,0.2	,0.7	,6.93
Antonee Robinson,"Fulham, ",26,",  D(L),M(L)  ",37,3269	,-	,6	,0.4	,0.9	,1	,0.5	,0.1	,0.4	,1.3	,6.92
Jarrad Branthwaite,"Everton, ",22,",  D(C)  ",35,3117	,3	,-	,0.4	,0.1	,0.1	,0.5	,0.1	,0.1	,0.6	,6.90
Gabriel Jesus,"Arsenal, ",27,",  AM(LR),FW  ",17(10),1482	,4	,5	,2	,1.1	,1.3	,1.2	,0.6	,1.4	,2.3	,6.89
Gabriel Martinelli,"Arsenal, ",23,",  AM(LR),FW  ",24(11),2031	,6	,4	,1.7	,1.3	,1.1	,0.7	,0.3	,1.2	,1.5	,6.89
Ryan Christie,"Bournemouth, ",29,",  M(CLR),FW  ",35(2),2922	,-	,5	,1.2	,1.5	,1.4	,1	,0.1	,1.3	,1.6	,6.89
Darwin Núñez,"Liverpool, ",25,",  AM(CL),FW  ",22(14),2050	,11	,8	,3	,0.9	,0.4	,0.4	,0.9	,0.8	,1.5	,6.89
Tomás Soucek,"West Ham, ",29,",  M(C)  ",34(3),2876	,7	,2	,1.2	,0.5	,0.1	,0.6	,0.3	,0.3	,0.5	,6.88
Kaoru Mitoma,"Brighton, ",27,",  M(L)  ",15(4),1488	,3	,4	,1.8	,1.3	,2.1	,1.2	,0.4	,0.8	,2	,6.88
Ethan Pinnock,"Brentford, ",31,",  D(C)  ",28(1),2521	,2	,-	,0.7	,0.1	,0.2	,0.4	,-	,0.1	,0.4	,6.88
Jean-Philippe Mateta,"Crystal Palace, ",27,",  FW  ",25(10),2285	,16	,5	,1.3	,0.9	,0.7	,0.6	,0.7	,2.2	,2.5	,6.88
Antoine Semenyo,"Bournemouth, ",24,",  AM(LR),FW  ",25(8),2113	,8	,2	,2.1	,0.9	,1.5	,0.7	,0.1	,1.6	,1.8	,6.88
Joachim Andersen,"Crystal Palace, ",28,",  D(C)  ",38,3418	,2	,3	,0.6	,0.5	,0.4	,0.6	,-	,0.2	,0.3	,6.88
Yoane Wissa,"Brentford, ",27,",  AM(L),FW  ",29(5),2509	,12	,3	,2	,0.9	,0.6	,1.5	,0.6	,0.6	,1.7	,6.87
Cody Gakpo,"Liverpool, ",25,",  AM(CLR),FW  ",17(18),1646	,8	,5	,1.9	,0.7	,0.9	,1.1	,0.2	,0.9	,1.3	,6.87
Harry Maguire,"Man Utd, ",31,",  D(C)  ",18(4),1651	,2	,2	,0.9	,0.3	,-	,0.5	,0.3	,0.1	,0.4	,6.87
Marcus Tavernier,"Bournemouth, ",25,",  M(CLR)  ",25(5),2134	,3	,4	,1.8	,1.5	,1.5	,0.7	,0.1	,1.4	,1.8	,6.86
Simon Adingra,"Brighton, ",22,",  M(LR),FW  ",25(6),2233	,6	,1	,1.7	,1.1	,1.6	,0.6	,0.5	,0.9	,1.5	,6.86
Mario Lemina,"Wolves, ",30,",  M(C)  ",34(1),2976	,4	,1	,1.4	,0.6	,0.7	,0.7	,0.2	,0.6	,0.9	,6.85
Moisés Caicedo,"Chelsea, ",22,",  DMC  ",33(2),2875	,1	,3	,0.4	,0.7	,0.7	,1.4	,-	,0.7	,1	,6.85
William Saliba,"Arsenal, ",23,",  D(C)  ",38,3420	,2	,1	,0.3	,0.2	,0.3	,0.4	,-	,0.3	,0.6	,6.85
Vitalii Mykolenko,"Everton, ",25,",  D(CL),M(L)  ",28,2472	,2	,-	,0.9	,0.5	,0.6	,0.3	,-	,0.4	,1.4	,6.85
Jordan Ayew,"Crystal Palace, ",32,",  AM(CLR),FW  ",30(5),2551	,4	,7	,1.4	,0.7	,1.5	,2.7	,0.2	,2.3	,2.4	,6.85
Kyle Walker,"Man City, ",34,",  D(CR),M(R)  ",30(2),2767	,-	,4	,0.5	,0.8	,0.7	,0.6	,0.2	,0.4	,0.8	,6.85
André Onana,"Man Utd, ",28,",  GK  ",38,3420	,-	,-	,-	,0.1	,-	,0.1	,-	,-	,-	,6.84
Noni Madueke,"Chelsea, ",22,",  AM(R),FW  ",13(10),1057	,5	,2	,1.4	,0.9	,1.6	,0.8	,0.1	,0.6	,1.1	,6.84
James Garner,"Everton, ",23,",  M(CR)  ",34(3),3006	,1	,2	,1.1	,1.2	,0.5	,1.2	,0.1	,0.3	,0.9	,6.84
Ibrahima Konaté,"Liverpool, ",25,",  D(C)  ",17(5),1571	,-	,-	,0.5	,0.4	,0.3	,0.6	,-	,0.2	,0.4	,6.84
Richarlison,"Tottenham, ",27,",  AM(CLR),FW  ",18(10),1493	,11	,4	,2.2	,0.5	,0.4	,1.1	,0.4	,1.4	,1.9	,6.83
Rúben Dias,"Man City, ",27,",  D(C)  ",28(2),2558	,-	,-	,0.7	,0.2	,-	,0.5	,-	,0.2	,0.3	,6.83
Idrissa Gueye,"Everton, ",34,",  M(C)  ",24(1),1896	,4	,-	,1	,0.6	,0.4	,1.2	,-	,0.8	,0.7	,6.83
Lewis Cook,"Bournemouth, ",27,",  M(CL)  ",32(1),2792	,-	,3	,0.4	,1.4	,0.6	,0.5	,0.1	,0.6	,1.1	,6.83
Martin Dúbravka,"Newcastle, ",35,",  GK  ",22(1),1984	,-	,-	,-	,-	,-	,0.2	,-	,-	,0.1	,6.83
Alfie Doughty,"Luton, ",24,",  D(L),M(LR)  ",34(3),2938	,2	,8	,0.7	,1.9	,0.9	,0.2	,0.4	,0.4	,1.4	,6.83
Leandro Trossard,"Arsenal, ",29,",  M(CLR),FW  ",18(16),1647	,12	,1	,1.8	,0.7	,0.7	,0.6	,0.3	,1.1	,1.4	,6.82
Oliver McBurnie,"Sheff Utd, ",28,",  AM(CL),FW  ",15(6),1287	,6	,3	,1.6	,0.6	,0.3	,1.3	,0.2	,0.9	,1.2	,6.82
Jefferson Lerma,"Crystal Palace, ",29,",  D(CR),DMC  ",27(1),2404	,1	,1	,1.2	,0.9	,0.4	,0.9	,0.1	,0.5	,0.9	,6.82
Levi Colwill,"Chelsea, ",21,",  D(CL)  ",20(3),1800	,1	,1	,0.5	,0.3	,0.4	,0.6	,0.2	,0.2	,1	,6.82
Marc Cucurella,"Chelsea, ",25,",  D(CL),M(L)  ",20(1),1786	,-	,2	,0.4	,0.9	,0.2	,1.7	,-	,0.3	,0.7	,6.81
Dominik Szoboszlai,"Liverpool, ",23,",  AM(CLR)  ",25(8),2110	,3	,2	,1.8	,1.7	,0.7	,0.9	,0.1	,0.8	,0.8	,6.81
Craig Dawson,"Wolves, ",34,",  D(CR)  ",25,2211	,1	,1	,0.6	,0.4	,0.1	,0.6	,0.2	,0.1	,0.2	,6.81
Fabian Schär,"Newcastle, ",32,",  D(C)  ",35(1),3057	,4	,1	,1	,0.3	,0.4	,0.7	,-	,0.3	,0.5	,6.81
Oleksandr Zinchenko,"Arsenal, ",27,",  D(L),M(CLR)  ",20(7),1727	,1	,2	,0.6	,1.1	,0.3	,0.3	,-	,0.6	,0.4	,6.81
Raheem Sterling,"Chelsea, ",29,",  M(CLR),FW  ",22(9),1983	,8	,4	,1.6	,1	,1.5	,1.3	,0.3	,1.4	,1.7	,6.80
Tosin Adarabioyo,"Fulham, ",26,",  D(CR)  ",18(2),1617	,2	,-	,0.7	,0.1	,0.1	,0.3	,-	,0.2	,0.2	,6.80
Kobbie Mainoo,"Man Utd, ",19,",  DMC  ",24,1942	,3	,1	,0.5	,0.6	,1.3	,1	,-	,1	,1.2	,6.80
Marcos Senesi,"Bournemouth, ",27,",  D(C)  ",26(5),2248	,4	,5	,0.4	,0.7	,0.4	,0.4	,-	,0.4	,0.6	,6.80
Christian Nørgaard,"Brentford, ",30,",  D(C),DMC  ",30(1),2513	,2	,1	,1.1	,0.8	,0.2	,1	,-	,0.5	,0.7	,6.80
Boubacar Kamara,"Aston Villa, ",24,",  D(CL),DMC  ",20,1662	,-	,1	,0.3	,1	,0.7	,1.5	,-	,0.7	,1	,6.79
Micky van de Ven,"Tottenham, ",23,",  D(CL)  ",27,2344	,3	,-	,0.3	,-	,0.6	,0.6	,-	,0.4	,0.6	,6.79
Hwang Hee-Chan,"Wolves, ",28,",  AM(CLR),FW  ",25(4),2133	,12	,3	,1.6	,0.6	,1.2	,1.1	,0.5	,1.1	,1.9	,6.79
Rodrigo Muniz,"Fulham, ",23,",  FW  ",18(8),1598	,9	,1	,2.8	,0.7	,0.2	,1.3	,0.2	,1.3	,2.1	,6.79
Callum Hudson-Odoi,"Nottingham Forest, ",23,",  M(CLR)  ",20(9),1856	,8	,1	,1.3	,1.2	,1.5	,1	,0.3	,1.1	,1.2	,6.79
Dominic Calvert-Lewin,"Everton, ",27,",  AM(L),FW  ",26(6),2189	,7	,2	,2.3	,0.6	,0.4	,1	,0.8	,0.8	,2	,6.79
Manuel Akanji,"Man City, ",28,",  D(CLR),DMC  ",28(2),2514	,2	,-	,0.5	,0.4	,0.1	,0.6	,-	,0.3	,0.5	,6.78
Carlton Morris,"Luton, ",28,",  AM(CL),FW  ",32(6),2867	,11	,4	,1.9	,0.6	,0.8	,1.1	,0.2	,1.4	,1.4	,6.78
Emerson,"West Ham, ",29,",  D(L),M(L)  ",35(1),3143	,1	,2	,0.5	,0.7	,0.7	,0.9	,-	,0.5	,1	,6.78
Tyrick Mitchell,"Crystal Palace, ",24,",  D(L),M(L)  ",37,3209	,2	,3	,0.3	,0.6	,0.5	,0.4	,-	,0.8	,1.2	,6.78
Thiago Silva,"Chelsea, ",39,",  D(C)  ",28(3),2528	,3	,1	,0.5	,0.3	,0.1	,0.3	,-	,-	,0.2	,6.77
Alex Iwobi,"Fulham, ",28,",  M(CLR)  ",25(5),2205	,5	,2	,1.7	,1.6	,1.2	,0.2	,0.2	,0.9	,1.7	,6.77
Chiedozie Ogbene,"Luton, ",27,",  M(CLR),FW  ",20(10),1994	,4	,1	,1.2	,0.9	,2	,1.7	,0.3	,0.7	,2	,6.76
Brennan Johnson,"Tottenham, ",23,",  AM(CLR),FW  ",23(9),2093	,5	,10	,1.6	,1.4	,0.8	,0.9	,0.4	,0.6	,1.1	,6.76
Alejandro Garnacho,"Man Utd, ",20,",  AM(LR)  ",30(6),2578	,7	,4	,2.8	,1.3	,1.3	,1.5	,0.4	,1.4	,1.9	,6.76
Rayan Aït-Nouri,"Wolves, ",23,",  D(L),M(L)  ",29(4),2347	,2	,1	,0.7	,0.8	,1.9	,1.6	,0.2	,1.7	,1.5	,6.76
Edson Álvarez,"West Ham, ",26,",  D(C),DMC  ",28(3),2385	,1	,1	,0.5	,0.4	,0.9	,0.5	,-	,1	,1.2	,6.76
Enzo Fernández,"Chelsea, ",23,",  M(C)  ",26(2),2215	,3	,2	,1.7	,1.1	,0.8	,1.1	,0.1	,0.9	,1	,6.75
Aaron Wan-Bissaka,"Man Utd, ",26,",  D(LR),M(R)  ",20(2),1782	,-	,2	,0.1	,0.5	,0.8	,0.4	,-	,0.4	,0.9	,6.75
Chris Wood,"Nottingham Forest, ",32,",  FW  ",20(11),1810	,14	,1	,1.5	,0.7	,0.2	,0.4	,0.2	,0.7	,1.6	,6.75
Andreas Pereira,"Fulham, ",28,",  M(CLR)  ",34(3),2638	,3	,7	,1.4	,2.3	,0.5	,0.7	,0.1	,1.1	,1.3	,6.75
Joelinton,"Newcastle, ",27,",  AM(CLR),FW  ",15(5),1281	,2	,1	,1	,1.2	,0.9	,1.2	,-	,1.4	,1.1	,6.75
Guglielmo Vicario,"Tottenham, ",27,",  GK  ",38,3420	,-	,-	,-	,-	,-	,0.2	,-	,-	,-	,6.75
Malo Gusto,"Chelsea, ",21,",  D(R),M(R)  ",19(8),1756	,-	,6	,0.6	,1.2	,0.6	,1.1	,0.2	,0.4	,1.2	,6.74
Callum Wilson,"Newcastle, ",32,",  FW  ",9(11),984	,9	,1	,1.8	,0.4	,0.7	,0.9	,0.2	,1.8	,2.4	,6.74
Nathan Aké,"Man City, ",29,",  D(CL),DMC  ",24(5),2044	,2	,2	,0.7	,0.3	,0.2	,0.6	,-	,0.1	,0.3	,6.73
Neto,"Bournemouth, ",34,",  GK  ",32,2880	,-	,-	,-	,-	,0.1	,-	,-	,-	,-	,6.73
Lewis Dunk,"Brighton, ",32,",  D(C)  ",33,2873	,3	,1	,1	,0.4	,0.2	,0.4	,-	,0.1	,0.3	,6.73
Pervis Estupiñán,"Brighton, ",26,",  D(L),M(L)  ",15(4),1248	,2	,3	,0.6	,1.4	,0.5	,0.9	,0.3	,0.3	,1.1	,6.73
Jan Paul van Hecke,"Brighton, ",24,",  D(C)  ",26(2),2368	,-	,-	,0.5	,0.4	,0.2	,0.6	,-	,0.1	,0.6	,6.72
Chris Richards,"Crystal Palace, ",24,",  D(C),DMC  ",23(3),2092	,1	,1	,0.4	,0.2	,-	,0.3	,-	,0.2	,0.3	,6.72
Pablo Sarabia,"Wolves, ",32,",  D(L),M(CLR),FW  ",20(10),1752	,4	,7	,1.5	,1.7	,0.6	,0.8	,0.3	,0.8	,1.4	,6.72
Willian,"Fulham, ",35,",  AM(CLR)  ",24(7),2061	,4	,2	,1.5	,1.4	,0.9	,1	,-	,0.8	,1.1	,6.72
Jack Grealish,"Man City, ",28,",  AM(CL),FW  ",10(10),1004	,3	,1	,1.1	,1.3	,0.9	,2.1	,0.1	,1.1	,1	,6.72
José Sá,"Wolves, ",31,",  GK  ",35,3039	,-	,1	,-	,-	,0.1	,0.3	,-	,-	,-	,6.72
Yves Bissouma,"Tottenham, ",27,",  M(C)  ",26(2),2088	,-	,-	,0.9	,0.4	,1	,1.1	,-	,1.1	,1.2	,6.72
Maximilian Kilman,"Wolves, ",27,",  D(C)  ",38,3420	,2	,-	,0.4	,0.4	,0.3	,0.5	,0.1	,0.3	,0.2	,6.71
Mathias Jensen,"Brentford, ",28,",  M(C)  ",27(5),2220	,3	,3	,0.4	,1.3	,0.6	,0.6	,0.1	,0.6	,1	,6.71
Scott McTominay,"Man Utd, ",27,",  D(C),M(C)  ",18(14),1893	,7	,1	,1.4	,0.3	,0.3	,0.7	,0.2	,0.7	,0.9	,6.71
Destiny Udogie,"Tottenham, ",21,",  D(L),M(L)  ",28,2398	,2	,3	,0.3	,0.9	,0.9	,1.3	,0.1	,0.9	,1.8	,6.71
Amadou Onana,"Everton, ",22,",  DMC  ",23(7),2094	,2	,-	,1	,0.6	,0.4	,1.5	,-	,0.3	,0.7	,6.71
Jordan Pickford,"Everton, ",30,",  GK  ",38,3420	,-	,-	,-	,0.1	,-	,0.2	,-	,-	,-	,6.71
Emiliano Martínez,"Aston Villa, ",31,",  GK  ",34,3016	,-	,-	,-	,0.1	,-	,0.2	,-	,-	,-	,6.71
Harvey Elliott,"Liverpool, ",21,",  AM(CR)  ",11(23),1339	,3	,6	,1.4	,1.1	,0.3	,0.4	,-	,0.3	,0.4	,6.70
Rasmus Højlund,"Man Utd, ",21,",  FW  ",25(5),2172	,10	,2	,1.3	,0.9	,0.6	,1	,0.5	,1	,1.7	,6.70
Murillo,"Nottingham Forest, ",22,",  D(C)  ",32,2793	,-	,2	,0.5	,0.2	,0.6	,0.2	,-	,0.5	,0.6	,6.69
Marcus Rashford,"Man Utd, ",26,",  AM(CLR),FW  ",26(7),2279	,7	,2	,1.9	,0.8	,1.5	,0.6	,0.4	,1.2	,1.8	,6.69
Lucas Digne,"Aston Villa, ",30,",  D(CL),M(L)  ",27(6),2413	,1	,3	,0.6	,1.1	,0.3	,0.9	,0.1	,0.5	,0.5	,6.68
Bernd Leno,"Fulham, ",32,",  GK  ",38,3420	,-	,-	,-	,-	,-	,0.1	,-	,-	,-	,6.68
Vitaly Janelt,"Brentford, ",26,",  D(L),DMC  ",37(1),3072	,1	,3	,0.6	,1	,0.2	,0.7	,0.1	,0.3	,0.7	,6.68
Luis Sinisterra,"Bournemouth, ",25,",  AM(LR),FW  ",7(13),692	,2	,2	,1.4	,1	,1.5	,0.3	,0.2	,0.5	,1.2	,6.68
Sean Longstaff,"Newcastle, ",26,",  DMC  ",30(5),2748	,6	,2	,1.2	,0.6	,0.3	,1	,0.1	,1	,1	,6.67
João Gomes,"Wolves, ",23,",  DMC  ",32(2),2660	,2	,1	,0.8	,0.6	,0.8	,1.1	,-	,1.3	,1.2	,6.67
Mykhailo Mudryk,"Chelsea, ",23,",  AM(L)  ",18(13),1581	,5	,2	,1.1	,1	,1.3	,0.9	,-	,0.7	,1.7	,6.67
Raúl Jiménez,"Fulham, ",33,",  FW  ",18(6),1404	,7	,-	,1.7	,0.5	,0.4	,0.9	,0.5	,1.3	,1.8	,6.67
Matty Cash,"Aston Villa, ",26,",  D(R),M(CLR)  ",23(6),2144	,2	,2	,1.1	,0.4	,0.4	,0.8	,-	,0.5	,0.7	,6.66
Nathan Collins,"Brentford, ",23,",  D(CR)  ",29(3),2650	,1	,1	,0.3	,0.3	,0.3	,0.7	,0.1	,0.4	,0.7	,6.66
Neco Williams,"Nottingham Forest, ",23,",  D(LR),M(LR)  ",18(8),1634	,-	,1	,0.6	,0.4	,0.7	,1.2	,0.2	,1	,1.5	,6.66
Dara O'Shea,"Burnley, ",25,",  D(CR)  ",32(1),2895	,3	,4	,0.6	,0.4	,-	,0.5	,-	,-	,0.3	,6.66
Pape Sarr,"Tottenham, ",21,",  M(C)  ",27(7),2087	,3	,3	,1.1	,0.6	,0.6	,0.5	,-	,0.4	,1.1	,6.66
Josh Cullen,"Burnley, ",28,",  DMC  ",23(2),2060	,2	,3	,0.6	,1	,0.1	,2	,-	,0.4	,0.7	,6.65
Elliot Anderson,"Newcastle, ",21,",  AM(CL)  ",10(11),1024	,-	,2	,0.9	,0.7	,1	,0.9	,-	,1	,1.3	,6.65
James Trafford,"Burnley, ",21,",  GK  ",28,2520	,-	,-	,-	,-	,0.1	,0.2	,-	,-	,-	,6.65
