Player_URL,Name,Team_URL,Team,Age,Position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/329386/Show/Christopher-Op%C3%A9ri,Christopher Opéri,https://www.whoscored.com/Teams/217/Show/France-Le-Havre,"Le Havre, ",27,",  D(L),M(L)  ",28,2447	,3	,4	,6	,-	,0.8	,76.8	,1.1	,3	,7.05
https://www.whoscored.com/Players/362470/Show/Youssouf-Fofana,Youssouf Fofana,https://www.whoscored.com/Teams/248/Show/France-Monaco,"Monaco, ",25,",  DMC  ",31(1),2703	,4	,4	,3	,-	,1.6	,82.2	,0.5	,3	,7.03
https://www.whoscored.com/Players/368272/Show/Maxence-Caqueret,Maxence Caqueret,https://www.whoscored.com/Teams/228/Show/France-Lyon,"Lyon, ",24,",  M(C)  ",34,3025	,1	,3	,1	,-	,0.7	,85.6	,0.3	,2	,7.02
https://www.whoscored.com/Players/399305/Show/Teddy-Teuma,Teddy Teuma,https://www.whoscored.com/Teams/950/Show/France-Reims,"Reims, ",30,",  AM(C)  ",25(3),2125	,6	,3	,7	,-	,1.6	,83.5	,0.4	,4	,7.01
https://www.whoscored.com/Players/408033/Show/Vanderson,Vanderson,https://www.whoscored.com/Teams/248/Show/France-Monaco,"Monaco, ",23,",  D(R),M(R)  ",20,1649	,3	,1	,4	,1	,1.5	,76.5	,0.6	,1	,7.01
https://www.whoscored.com/Players/320834/Show/Achraf-Hakimi,Achraf Hakimi,https://www.whoscored.com/Teams/304/Show/France-PSG,"PSG, ",25,",  D(LR),M(R)  ",20(5),1931	,4	,5	,3	,-	,1.7	,88.7	,0.4	,1	,7.00
https://www.whoscored.com/Players/362788/Show/Leonardo-Balerdi,Leonardo Balerdi,https://www.whoscored.com/Teams/249/Show/France-Marseille,"Marseille, ",25,",  D(C)  ",26(1),2275	,2	,-	,4	,1	,0.5	,86.5	,2.1	,1	,7.00
https://www.whoscored.com/Players/105151/Show/Kenny-Lala,Kenny Lala,https://www.whoscored.com/Teams/2332/Show/France-Brest,"Brest, ",32,",  D(LR),M(R)  ",33,2970	,2	,3	,7	,-	,0.4	,81.9	,0.2	,1	,6.97
https://www.whoscored.com/Players/447025/Show/Tiago-Santos,Tiago Santos,https://www.whoscored.com/Teams/607/Show/France-Lille,"Lille, ",21,",  D(R)  ",26(3),2364	,1	,2	,6	,-	,1.1	,83.2	,0.5	,1	,6.96
https://www.whoscored.com/Players/130298/Show/Brendan-Chardonnet,Brendan Chardonnet,https://www.whoscored.com/Teams/2332/Show/France-Brest,"Brest, ",29,",  D(C)  ",33,2970	,1	,1	,4	,-	,0.5	,83.3	,2.6	,1	,6.95
https://www.whoscored.com/Players/301869/Show/Jonathan-Clauss,Jonathan Clauss,https://www.whoscored.com/Teams/249/Show/France-Marseille,"Marseille, ",31,",  D(R),M(LR)  ",25(2),2072	,3	,4	,2	,1	,1	,79.9	,0.5	,3	,6.95
https://www.whoscored.com/Players/377586/Show/Joseph-Okumu,Joseph Okumu,https://www.whoscored.com/Teams/950/Show/France-Reims,"Reims, ",27,",  D(C)  ",19(2),1743	,1	,-	,3	,-	,0.5	,82.7	,2	,1	,6.95
https://www.whoscored.com/Players/367780/Show/Lee-Kang-In,Lee Kang-In,https://www.whoscored.com/Teams/304/Show/France-PSG,"PSG, ",23,",  M(CLR),FW  ",18(5),1472	,3	,4	,2	,-	,1	,89.4	,0.2	,1	,6.94
https://www.whoscored.com/Players/425366/Show/Bradley-Barcola,Bradley Barcola,https://www.whoscored.com/Teams/304/Show/France-PSG,"PSG, ",21,",  AM(LR),FW  ",18(7),1381	,4	,7	,1	,1	,1.2	,80.4	,0.4	,1	,6.94
https://www.whoscored.com/Players/89946/Show/Wissam-Ben-Yedder,Wissam Ben Yedder,https://www.whoscored.com/Teams/248/Show/France-Monaco,"Monaco, ",33,",  AM(C),FW  ",26(6),2323	,16	,2	,2	,-	,2	,74.5	,0.5	,2	,6.94
https://www.whoscored.com/Players/137467/Show/Marco-Asensio,Marco Asensio,https://www.whoscored.com/Teams/304/Show/France-PSG,"PSG, ",28,",  AM(CLR),FW  ",13(6),1114	,4	,5	,-	,-	,1.4	,88.4	,0.1	,1	,6.93
https://www.whoscored.com/Players/286443/Show/Matthieu-Udol,Matthieu Udol,https://www.whoscored.com/Teams/314/Show/France-Metz,"Metz, ",28,",  D(CL),M(L)  ",30,2700	,3	,3	,5	,-	,0.6	,78.1	,0.9	,3	,6.92
