Player_URL,Name,Team_URL,Team,Age,Position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating
https://www.whoscored.com/Players/88300/Show/Danilo,Danilo,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",32,",  D(CLR),DMC  ",27(2),2451	,1	,1	,7	,-	,0.6	,87.1	,1.3	,1	,6.99
https://www.whoscored.com/Players/386519/Show/Riccardo-Calafiori,Riccardo Calafiori,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",22,",  D(CL)  ",26(4),2338	,2	,5	,4	,-	,0.6	,89.8	,2	,1	,6.99
https://www.whoscored.com/Players/339875/Show/Bremer,Bremer,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",27,",  D(C)  ",36,3234	,3	,-	,9	,-	,0.5	,86.3	,2.8	,3	,6.99
https://www.whoscored.com/Players/41073/Show/Duv%C3%A1n-Zapata,Duván Zapata,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",33,",  FW  ",34(1),2893	,12	,4	,2	,-	,2.8	,69.6	,3.7	,4	,6.98
https://www.whoscored.com/Players/298510/Show/Victor-Osimhen,Victor Osimhen,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",25,",  FW  ",22(3),1990	,15	,3	,4	,1	,3.6	,71	,1.5	,2	,6.98
https://www.whoscored.com/Players/322971/Show/Federico-Chiesa,Federico Chiesa,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",26,",  M(CLR),FW  ",25(8),2207	,9	,2	,1	,-	,2.3	,77.3	,-	,2	,6.98
https://www.whoscored.com/Players/28421/Show/Henrikh-Mkhitaryan,Henrikh Mkhitaryan,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",35,",  M(CLR),FW  ",35(1),2804	,2	,8	,4	,-	,1.1	,88	,0.4	,1	,6.96
https://www.whoscored.com/Players/362780/Show/Elia-Caprile,Elia Caprile,https://www.whoscored.com/Teams/272/Show/Italy-Empoli,"Empoli, ",22,",  GK  ",23,2070	,-	,-	,-	,-	,-	,62.4	,0.5	,4	,6.95
https://www.whoscored.com/Players/54968/Show/Francesco-Acerbi,Francesco Acerbi,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",36,",  D(C)  ",26(3),2387	,3	,1	,1	,-	,0.5	,91.1	,2.4	,1	,6.95
https://www.whoscored.com/Players/396971/Show/Lewis-Ferguson,Lewis Ferguson,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",24,",  M(C)  ",31,2718	,6	,3	,8	,-	,1.9	,88.9	,1.3	,3	,6.94
https://www.whoscored.com/Players/302650/Show/Gianluca-Scamacca,Gianluca Scamacca,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",25,",  FW  ",17(12),1459	,12	,6	,1	,-	,2.1	,69	,0.7	,3	,6.94
https://www.whoscored.com/Players/24444/Show/Olivier-Giroud,Olivier Giroud,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",37,",  FW  ",28(7),2374	,15	,8	,1	,1	,2.2	,69.4	,1.7	,2	,6.94
https://www.whoscored.com/Players/148546/Show/Lorenzo-Pellegrini,Lorenzo Pellegrini,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",28,",  M(CL)  ",20(9),1867	,8	,3	,7	,-	,1.6	,82.6	,0.4	,2	,6.93
https://www.whoscored.com/Players/362556/Show/%C3%89derson,Éderson,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",25,",  M(C)  ",32(4),2875	,6	,1	,8	,-	,1.1	,84.4	,1	,1	,6.92
https://www.whoscored.com/Players/405133/Show/Giorgio-Scalvini,Giorgio Scalvini,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",20,",  D(C)  ",31(2),2556	,1	,3	,3	,-	,0.6	,81.7	,2.5	,-	,6.91
https://www.whoscored.com/Players/303115/Show/Th%C3%A9o-Hern%C3%A1ndez,Théo Hernández,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",26,",  D(CL),M(L)  ",31(1),2795	,5	,4	,11	,1	,1.8	,87.7	,0.9	,2	,6.91
https://www.whoscored.com/Players/85070/Show/Marten-de-Roon,Marten de Roon,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",33,",  D(C),DMC  ",29(1),2599	,-	,5	,10	,-	,0.5	,85.1	,1.2	,-	,6.90
https://www.whoscored.com/Players/329854/Show/Lucas-Mart%C3%ADnez-Quarta,Lucas Martínez Quarta,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",28,",  D(C)  ",26(3),2292	,5	,1	,9	,-	,0.8	,82.3	,1.7	,1	,6.89
https://www.whoscored.com/Players/259648/Show/Benjamin-Pavard,Benjamin Pavard,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",28,",  D(CLR),M(R)  ",21(2),1679	,-	,2	,6	,-	,0.7	,91.6	,1.5	,1	,6.89
https://www.whoscored.com/Players/35758/Show/Yann-Sommer,Yann Sommer,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",35,",  GK  ",34,3060	,-	,-	,1	,-	,-	,86.3	,0.1	,-	,6.89
https://www.whoscored.com/Players/255777/Show/Ruben-Loftus-Cheek,Ruben Loftus-Cheek,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",28,",  M(CLR)  ",26(3),2081	,6	,1	,5	,-	,1.4	,85.8	,1.5	,3	,6.88
https://www.whoscored.com/Players/393039/Show/Lazar-Samardzic,Lazar Samardzic,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",22,",  AM(C)  ",28(6),2381	,6	,2	,3	,-	,1.7	,81	,0.4	,3	,6.88
https://www.whoscored.com/Players/122683/Show/Matteo-Politano,Matteo Politano,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",30,",  AM(CLR),FW  ",31(6),2387	,8	,7	,2	,1	,2	,83	,0.1	,1	,6.88
https://www.whoscored.com/Players/33649/Show/Milan-Djuric,Milan Djuric,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",34,",  FW  ",13(7),1208	,5	,1	,2	,-	,1.3	,54.4	,6.8	,3	,6.87
https://www.whoscored.com/Players/109149/Show/Bryan-Cristante,Bryan Cristante,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",29,",  D(C),M(C)  ",37,3292	,3	,4	,8	,-	,1.5	,83.1	,2.2	,3	,6.88
https://www.whoscored.com/Players/85077/Show/Luis-Alberto,Luis Alberto,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",31,",  AM(CL),FW  ",29(4),2321	,5	,7	,7	,-	,1.7	,83.7	,0.3	,3	,6.87
https://www.whoscored.com/Players/343496/Show/Alberto-Dossena,Alberto Dossena,https://www.whoscored.com/Teams/78/Show/Italy-Cagliari,"Cagliari, ",25,",  D(C)  ",33(2),2979	,2	,4	,5	,-	,0.7	,80	,3.5	,4	,6.87
https://www.whoscored.com/Players/367742/Show/Cyril-Ngonge,Cyril Ngonge,https://www.whoscored.com/Teams/76/Show/Italy-Verona,"Verona, ",24,",  AM(CR),FW  ",17(2),1438	,6	,2	,4	,-	,2.2	,69	,1.3	,1	,6.86
https://www.whoscored.com/Players/40384/Show/Giacomo-Bonaventura,Giacomo Bonaventura,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",34,",  M(CLR)  ",27(4),2288	,8	,3	,6	,-	,1.7	,85	,0.5	,2	,6.86
https://www.whoscored.com/Players/93026/Show/Felipe-Anderson,Felipe Anderson,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",31,",  M(CLR),FW  ",33(5),2784	,5	,6	,3	,-	,1.1	,78.5	,0.4	,5	,6.86
https://www.whoscored.com/Players/343382/Show/Tijjani-Reijnders,Tijjani Reijnders,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",25,",  M(C)  ",33(3),2830	,3	,3	,8	,-	,1.2	,91.7	,0.2	,2	,6.85
https://www.whoscored.com/Players/273539/Show/Manuel-Locatelli,Manuel Locatelli,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",26,",  M(C)  ",34(2),3011	,1	,4	,6	,-	,0.7	,86.1	,0.7	,1	,6.85
https://www.whoscored.com/Players/78498/Show/Romelu-Lukaku,Romelu Lukaku,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",31,",  AM(R),FW  ",30(2),2648	,13	,3	,5	,1	,2	,72.4	,1.6	,4	,6.83
https://www.whoscored.com/Players/470031/Show/Michael-Kayode,Michael Kayode,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",19,",  D(R)  ",22(4),2064	,1	,1	,2	,-	,0.3	,87	,0.7	,1	,6.83
https://www.whoscored.com/Players/347178/Show/Math%C3%ADas-Olivera,Mathías Olivera,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",26,",  D(CL),M(L)  ",18(5),1574	,1	,1	,3	,-	,0.5	,87.6	,1.6	,2	,6.82
https://www.whoscored.com/Players/82399/Show/Stefan-de-Vrij,Stefan de Vrij,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",32,",  D(C)  ",17(8),1578	,1	,-	,-	,-	,0.4	,92.4	,1.8	,-	,6.82
https://www.whoscored.com/Players/360941/Show/Jaka-Bijol,Jaka Bijol,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",25,",  D(C),M(C),FW  ",23(1),2083	,-	,-	,4	,-	,0.6	,78.8	,3.6	,3	,6.81
https://www.whoscored.com/Players/424806/Show/Morten-Frendrup,Morten Frendrup,https://www.whoscored.com/Teams/278/Show/Italy-Genoa,"Genoa, ",23,",  D(R),DMC  ",36(1),3149	,2	,5	,6	,-	,0.8	,81	,0.9	,1	,6.81
https://www.whoscored.com/Players/286828/Show/Riccardo-Orsolini,Riccardo Orsolini,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",27,",  M(CR),FW  ",19(14),1795	,10	,2	,2	,-	,1.8	,74	,0.5	,3	,6.80
https://www.whoscored.com/Players/100962/Show/Berat-Djimsiti,Berat Djimsiti,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",31,",  D(C)  ",32(5),2832	,-	,1	,4	,-	,0.4	,87.8	,2.5	,1	,6.80
https://www.whoscored.com/Players/365308/Show/Alexis-Saelemaekers,Alexis Saelemaekers,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",25,",  M(LR)  ",21(9),1893	,4	,2	,5	,1	,1	,83.1	,0.3	,1	,6.80
https://www.whoscored.com/Players/148684/Show/Nicol%C3%B2-Barella,Nicolò Barella,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",27,",  AM(C)  ",34(3),2860	,2	,3	,7	,-	,1.1	,86.4	,0.5	,2	,6.79
https://www.whoscored.com/Players/349184/Show/Raoul-Bellanova,Raoul Bellanova,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",24,",  M(R)  ",36(1),3065	,1	,7	,5	,-	,0.9	,85.4	,0.8	,1	,6.78
https://www.whoscored.com/Players/315369/Show/Dusan-Vlahovic,Dusan Vlahovic,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",24,",  FW  ",27(6),2318	,16	,4	,6	,1	,3.3	,71.6	,1.2	,7	,6.78
https://www.whoscored.com/Players/338275/Show/Weston-McKennie,Weston McKennie,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",25,",  D(C),M(CLR)  ",29(5),2603	,-	,7	,6	,-	,0.7	,80.8	,1.1	,1	,6.78
https://www.whoscored.com/Players/295358/Show/Amir-Rrahmani,Amir Rrahmani,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",30,",  D(CL)  ",30,2603	,3	,-	,5	,-	,0.8	,90.2	,2.6	,-	,6.78
https://www.whoscored.com/Players/383278/Show/Marco-Carnesecchi,Marco Carnesecchi,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",24,",  GK  ",27,2426	,-	,-	,-	,-	,-	,65.5	,0.3	,2	,6.77
https://www.whoscored.com/Players/129354/Show/Aleksey-Miranchuk,Aleksey Miranchuk,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",28,",  M(CR),FW  ",12(15),1172	,3	,5	,1	,-	,1.4	,78	,0.3	,2	,6.77
https://www.whoscored.com/Players/106277/Show/Pietro-Terracciano,Pietro Terracciano,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",34,",  GK  ",33,2970	,-	,-	,3	,-	,-	,77.7	,0.1	,2	,6.77
https://www.whoscored.com/Players/141646/Show/Mike-Maignan,Mike Maignan,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",29,",  GK  ",29,2610	,-	,1	,1	,1	,-	,82.2	,0.3	,1	,6.77
https://www.whoscored.com/Players/302691/Show/Remo-Freuler,Remo Freuler,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",32,",  DMC  ",30(2),2632	,1	,1	,9	,-	,0.4	,91.1	,0.6	,1	,6.77
https://www.whoscored.com/Players/401042/Show/Ivan-Ilic,Ivan Ilic,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",23,",  M(C)  ",25(6),2103	,3	,2	,3	,-	,0.9	,86.1	,0.6	,2	,6.76
https://www.whoscored.com/Players/378482/Show/Lameck-Banda,Lameck Banda,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",23,",  AM(L)  ",17(4),1360	,2	,4	,5	,1	,2.4	,82.5	,0.4	,3	,6.76
https://www.whoscored.com/Players/392339/Show/Maduka-Okoye,Maduka Okoye,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",24,",  GK  ",21,1890	,-	,-	,2	,-	,-	,57.2	,0.4	,2	,6.76
https://www.whoscored.com/Players/129903/Show/Mario-Pasalic,Mario Pasalic,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",29,",  M(CLR),FW  ",23(11),2051	,6	,6	,3	,-	,1.2	,87.2	,1.1	,2	,6.75
https://www.whoscored.com/Players/437646/Show/Mario-Gila,Mario Gila,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",23,",  D(C)  ",21,1814	,-	,-	,2	,1	,0.4	,90.2	,1.5	,-	,6.75
https://www.whoscored.com/Players/333741/Show/Stefan-Posch,Stefan Posch,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",27,",  D(CR)  ",29(2),2420	,1	,2	,7	,-	,0.6	,82.5	,1.1	,-	,6.75
https://www.whoscored.com/Players/317507/Show/Fikayo-Tomori,Fikayo Tomori,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",26,",  D(CR)  ",24(2),2125	,4	,-	,6	,1	,0.7	,91.3	,1.1	,1	,6.75
https://www.whoscored.com/Players/425115/Show/Johan-V%C3%A1squez,Johan Vásquez,https://www.whoscored.com/Teams/278/Show/Italy-Genoa,"Genoa, ",25,",  D(CL)  ",32(5),2853	,1	,1	,6	,-	,0.9	,78.3	,2.1	,-	,6.75
https://www.whoscored.com/Players/363653/Show/Jhon-Lucum%C3%AD,Jhon Lucumí,https://www.whoscored.com/Teams/71/Show/Italy-Bologna,"Bologna, ",26,",  D(C)  ",23(6),2214	,-	,-	,2	,-	,0.4	,93.6	,1	,1	,6.75
https://www.whoscored.com/Players/400097/Show/Radu-Dragusin,Radu Dragusin,https://www.whoscored.com/Teams/278/Show/Italy-Genoa,"Genoa, ",22,",  D(C)  ",19,1710	,2	,1	,1	,-	,0.9	,82.8	,3.1	,1	,6.75
https://www.whoscored.com/Players/355994/Show/Armand-Laurient%C3%A9,Armand Laurienté,https://www.whoscored.com/Teams/2889/Show/Italy-Sassuolo,"Sassuolo, ",25,",  AM(LR),FW  ",35(2),2929	,5	,4	,5	,-	,2.3	,78.4	,0.2	,1	,6.75
https://www.whoscored.com/Players/149474/Show/Vanja-Milinkovic-Savic,Vanja Milinkovic-Savic,https://www.whoscored.com/Teams/72/Show/Italy-Torino,"Torino, ",27,",  GK  ",36,3240	,-	,-	,2	,-	,-	,60.1	,0.3	,1	,6.74
https://www.whoscored.com/Players/357811/Show/Yacine-Adli,Yacine Adli,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",23,",  M(C)  ",17(7),1413	,1	,2	,3	,-	,0.2	,88.8	,0.6	,1	,6.74
https://www.whoscored.com/Players/118667/Show/Ivan-Provedel,Ivan Provedel,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",30,",  GK  ",30,2700	,-	,-	,-	,-	,-	,80.1	,0.2	,1	,6.74
https://www.whoscored.com/Players/141269/Show/Luca-Mazzitelli,Luca Mazzitelli,https://www.whoscored.com/Teams/2732/Show/Italy-Frosinone,"Frosinone, ",28,",  DMC  ",26(3),2223	,5	,-	,4	,1	,1.7	,77	,1.6	,2	,6.74
https://www.whoscored.com/Players/402046/Show/Matteo-Ruggeri,Matteo Ruggeri,https://www.whoscored.com/Teams/300/Show/Italy-Atalanta,"Atalanta, ",21,",  M(L)  ",28(6),2470	,-	,4	,3	,-	,0.4	,82.3	,1.4	,-	,6.74
https://www.whoscored.com/Players/122469/Show/Giovanni-Di-Lorenzo,Giovanni Di Lorenzo,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",30,",  D(CLR),M(R)  ",36,3235	,1	,6	,6	,-	,1	,87.1	,0.8	,2	,6.73
https://www.whoscored.com/Players/93935/Show/Cristiano-Biraghi,Cristiano Biraghi,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",31,",  D(L),M(L)  ",27(2),2359	,2	,5	,8	,-	,0.6	,82.7	,0.3	,-	,6.73
https://www.whoscored.com/Players/356733/Show/Andrea-Colpani,Andrea Colpani,https://www.whoscored.com/Teams/269/Show/Italy-Monza,"Monza, ",25,",  AM(CR)  ",36(2),2685	,8	,4	,1	,-	,1.7	,82.7	,0.2	,4	,6.73
https://www.whoscored.com/Players/259102/Show/Isma%C3%ABl-Bennacer,Ismaël Bennacer,https://www.whoscored.com/Teams/80/Show/Italy-AC-Milan,"AC Milan, ",26,",  M(C)  ",13(7),1151	,2	,2	,2	,-	,0.6	,90	,0.7	,-	,6.72
https://www.whoscored.com/Players/118158/Show/Alessio-Romagnoli,Alessio Romagnoli,https://www.whoscored.com/Teams/77/Show/Italy-Lazio,"Lazio, ",29,",  D(CL)  ",26(3),2410	,-	,-	,9	,-	,0.4	,91.5	,2.7	,-	,6.72
https://www.whoscored.com/Players/349561/Show/Frank-Anguissa,Frank Anguissa,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",28,",  M(C)  ",32(2),2792	,-	,2	,2	,-	,1	,88	,1.4	,-	,6.72
https://www.whoscored.com/Players/93700/Show/Leandro-Paredes,Leandro Paredes,https://www.whoscored.com/Teams/84/Show/Italy-Roma,"Roma, ",30,",  DMC  ",32(2),2646	,3	,5	,15	,1	,0.9	,90.9	,0.4	,-	,6.72
https://www.whoscored.com/Players/118163/Show/Wladimiro-Falcone,Wladimiro Falcone,https://www.whoscored.com/Teams/79/Show/Italy-Lecce,"Lecce, ",29,",  GK  ",38,3420	,-	,-	,-	,-	,-	,63	,0.2	,2	,6.71
https://www.whoscored.com/Players/321236/Show/Josep-Mart%C3%ADnez,Josep Martínez,https://www.whoscored.com/Teams/278/Show/Italy-Genoa,"Genoa, ",26,",  GK  ",36,3240	,-	,-	,2	,1	,-	,69.2	,0.5	,3	,6.71
https://www.whoscored.com/Players/118169/Show/Piotr-Zielinski,Piotr Zielinski,https://www.whoscored.com/Teams/276/Show/Italy-Napoli,"Napoli, ",30,",  M(CLR)  ",23(5),1939	,3	,2	,1	,-	,1.1	,87.5	,0.2	,1	,6.71
https://www.whoscored.com/Players/73379/Show/Wojciech-Szczesny,Wojciech Szczesny,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",34,",  GK  ",35,3150	,-	,-	,1	,-	,-	,74.7	,0.1	,-	,6.70
https://www.whoscored.com/Players/349178/Show/Nehu%C3%A9n-P%C3%A9rez,Nehuén Pérez,https://www.whoscored.com/Teams/86/Show/Italy-Udinese,"Udinese, ",24,",  D(C)  ",36,3240	,-	,-	,7	,1	,0.6	,80.3	,2.3	,-	,6.70
https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",34,",  D(CLR),M(LR)  ",27(6),2417	,2	,1	,2	,-	,0.3	,85.6	,0.6	,1	,6.69
https://www.whoscored.com/Players/357897/Show/Carlos-Augusto,Carlos Augusto,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",25,",  D(CL),M(L)  ",14(23),1705	,-	,3	,1	,-	,0.6	,87.5	,1.6	,1	,6.69
https://www.whoscored.com/Players/322153/Show/Denzel-Dumfries,Denzel Dumfries,https://www.whoscored.com/Teams/75/Show/Italy-Inter,"Inter, ",28,",  D(R),M(R)  ",19(12),1643	,4	,4	,2	,1	,0.8	,80.9	,1.2	,1	,6.69
https://www.whoscored.com/Players/113762/Show/Alfred-Duncan,Alfred Duncan,https://www.whoscored.com/Teams/73/Show/Italy-Fiorentina,"Fiorentina, ",31,",  DMC  ",24(6),1899	,2	,5	,2	,-	,0.8	,81.1	,1	,1	,6.69
https://www.whoscored.com/Players/105995/Show/Filip-Kostic,Filip Kostic,https://www.whoscored.com/Teams/87/Show/Italy-Juventus,"Juventus, ",31,",  M(LR),FW  ",26(3),1834	,-	,4	,2	,-	,0.7	,80.6	,0.4	,1	,6.69
