Team_rank,Age,Popularity,Goals,Rating,From EPL,Mins,AvgP,PS,Assists
0.0,23.0,3.0,3.0,7.21,True,2789.0,67.5,83.8,2.0
0.0,16.0,0.0,0.0,6.0,True,150.0,3.0,44.0,0.0
0.0,16.0,0.0,0.0,6.0,True,150.0,3.0,44.0,0.0
0.0,16.0,0.0,0.0,6.0,True,150.0,3.0,44.0,0.0
0.0,32.0,4.0,2.0,7.13,True,3447.0,15.3,83.8,3.0
0.0,20,4.0,2.0,7.14,True,3400,15.3,88.3,3.0
